snapshot_date,snapshot_at_utc,wallet,rank,pnl,volume,raw_window,raw_rank_type,raw_offset
2026-08-20,2026-08-20T03:07:34Z,0xd25c72ac0928385610611c8148803dc717334d20,75,2097480.476399747,5237151.235279998,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x2bf64b86b64c315d879571b07a3b76629e467cd0,76,2093362.982851,3655046.6027250034,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0xed107a85a4585a381e48c7f7ca4144909e7dd2e5,77,2079764.7916770773,289456402.381451,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0xf705fa045201391d9632b7f3cde06a5e24453ca7,78,2044000.5694860304,86404840.50383103,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x57cd939930fd119067ca9dc42b22b3e15708a0fb,79,2005862.8628159168,22561323.616917007,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x02227b8f5a9636e895607edd3185ed6ee5598ff7,80,1991767.5134605914,22184124.264080994,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x65b54274eba5c76dee6f0fab18a590653811e82f,81,1985625.0930982654,27116007.477603994,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,82,1953545.3489063715,119502306.19295795,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x37c1874a60d348903594a96703e0507c518fc53a,83,1927132.677116761,148559637.69049,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x241f846866c2de4fb67cdb0ca6b963d85e56ef50,84,1906969.935072505,191856836.01904908,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x0562c423912e325f83fa79df55085979e1f5594f,85,1900869.104907077,5258429.264737001,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x83720820a8aa6c3f20ad71850e7a1a17d16c5223,86,1859941.2077354866,58042902.94036701,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x7058c8a7cec79010b1927d05837dcf25f1a53505,87,1849974.955234,7116597.407319,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x6db568e61e5e3de7d87f831431b673f38ce2e279,88,1843368.4850500003,25634167.55223099,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x97cb27132b9dd66a2ef49390893cbeb26c3fe4d0,89,1839104.9443596746,4938242.256861,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x5b4ec9c06b284ee52c41a761974d836992880232,90,1786919.8010592712,26769835.610498,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0xea2b4224411e723499a803ce3f4758779fb31fc6,91,1777469.2327956832,41746271.396092996,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x9ee8bbc36d378af72e5f6b8e2ea2eb67c05a89de,92,1777257.0006505577,25936744.130885996,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0xd31a2ea0b5f9a10c2eb78dcc36df016497d5386e,93,1766594.0755744,4549552.753402,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0xf5fabdcdc6eb6d9765a228824f16cca9c91f62df,94,1749103.885009,15351970.640072001,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0xd0d6053c3c37e727402d84c14069780d360993aa,95,1720272.354505603,208393328.89570907,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0xa71093cafc0c099b4ccab24c3cb8018d817923c4,96,1711313.7330360473,71420906.46460201,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x84dbb7103982e3617704a2ed7d5b39691952aeeb,97,1694926.2112309015,81390891.35051899,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x3d1ecf16942939b3603c2539a406514a40b504d0,98,1692881.7450910748,7083822.423884002,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0x212954857f5efc138748c33d032a93bf95974222,99,1685688.215911001,76096376.17620899,ALL,PNL,50
2026-08-20,2026-08-20T03:07:34Z,0xb91aeb5accc33a5f9a8615b8ed6b2d352e913987,100,1633834.106874,15515364.739928998,ALL,PNL,50
