market_mode,match_id,season,division,commence_time,home_team,away_team,actual_scoreline,model_scoreline,model_expected_points,model_points,naive_scoreline,naive_points,p_exact,p_close,p_outcome,lambda_home,lambda_away,has_totals,fair_total_line,fair_over,model_over,has_asian_handicap,fair_ah_line,fair_ah_home_cover,model_ah_home_cover,model_ah_error,asian_handicap_weight,raw_ah_line,home_goals,away_goals,actual_result,model_home_win,model_draw,model_away_win,brier_1x2,log_loss_1x2,rps_1x2,exact_log_loss,total_goals_crps,devig_method,dixon_coles_rho,ci_cutoff
h2h,fdl-2122-D1-0,2122,D1,2021-08-13T00:00:00Z,M'gladbach,Bayern Munich,1-1,0-2,0.9278467107266817,0.0,1-2,0.0,0.10404932013350107,0.4332394480706335,0.5551530064911133,0.935068353608573,1.7241802154695471,False,,,,False,,,,,0.0,0.75,1,1,draw,0.19844715507664307,0.24639983843224356,0.5551530064911134,0.915489337489084,1.4007997030362846,0.17378806698706772,2.1424097135022113,0.4123771323760522,multiplicative,-0.04,1.5
h2h,fdl-2122-E0-0,2122,E0,2021-08-13T00:00:00Z,Brentford,Arsenal,2-0,0-2,0.793083976434206,0.0,0-1,0.0,0.08962098164485262,0.38591454907493394,0.4656952294294601,1.0094879276602045,1.443052702106031,False,,,,False,,,,,0.0,0.5,2,0,home,0.25904026634099103,0.27526450422954885,0.46569522942946023,0.8416639209061264,1.3507717608685392,0.38294668680869365,3.1268010197781493,0.3569470812560303,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-10,2122,F1,2021-08-13T00:00:00Z,Lorient,Monaco,1-0,0-2,0.8508469700498512,0.0,0-1,0.0,0.09642290968764052,0.40795137937214443,0.5022369158323182,0.9716374372568659,1.5474690902524995,False,,,,False,,,,,0.0,0.5,1,0,home,0.23258020486601033,0.2651828793016714,0.5022369158323182,0.9114970210629785,1.4585201462765824,0.4205875307941269,2.6117757343781838,0.8156545963601883,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-0,2122,SP1,2021-08-13T00:00:00Z,Valencia,Getafe,1-0,1-0,0.7213335186896006,3.0,1-0,3.0,0.1156170367550505,0.2778907764837497,0.40896257531515,1.293032798266648,1.0773784693126427,False,,,,False,,,,,0.0,-0.25,1,0,home,0.40896257531515,0.28702863443913756,0.30400879024571253,0.5241320189127574,0.8941316300229245,0.22087329096238068,2.1574719568289566,0.7207973436287697,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-1,2122,D1,2021-08-14T00:00:00Z,Augsburg,Hoffenheim,0-4,1-2,0.7422267559019834,1.0,0-1,1.0,0.08986966375915904,0.34085529374632395,0.43699461339008283,1.138983672210144,1.448610740634595,False,,,,False,,,,,0.0,0.25,0,4,away,0.29220426049313614,0.27080112611678103,0.43699461339008283,0.47569164510823964,0.827834410301,0.20117919760106145,4.283227863196092,0.9114741846705329,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-2,2122,D1,2021-08-14T00:00:00Z,Bielefeld,Freiburg,0-0,0-1,0.6792904277564994,0.0,0-1,0.0,0.10614593061017362,0.2611427698379296,0.3895001469222742,1.1602497161046978,1.2891611973697146,False,,,,False,,,,,0.0,0.25,0,0,draw,0.3275566653366444,0.2829431877410814,0.3895001469222742,0.7731742054658577,1.2625091515233986,0.1295018667294678,2.3913022657878624,1.5878319543178114,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-3,2122,D1,2021-08-14T00:00:00Z,Stuttgart,Greuther Furth,5-1,2-0,0.8743959546383757,1.0,1-0,1.0,0.0982213539484436,0.41475588519688306,0.5196859811172688,1.6158602339509391,0.9712602875880123,False,,,,False,,,,,0.0,-0.75,5,1,home,0.5196859811172688,0.2580118893306966,0.22230212955203466,0.34668992857464587,0.6545305322839116,0.14005989676932512,5.004434578678129,2.5741651767753204,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-4,2122,D1,2021-08-14T00:00:00Z,Union Berlin,Leverkusen,1-1,2-1,0.631332691460465,0.0,1-0,0.0,0.08003886600740884,0.2986952735232269,0.36192675568773824,1.240167477898959,1.2269647273918443,False,,,,False,,,,,0.0,0.0,1,1,draw,0.3619267556877383,0.2824754254170507,0.3555978188952111,0.7722823004161254,1.2641637218536195,0.12872039264284157,2.008121476795745,0.3601692630608817,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-5,2122,D1,2021-08-14T00:00:00Z,Wolfsburg,Bochum,1-0,2-0,1.1121559931422882,1.5,1-0,3.0,0.13384083805376473,0.5090951705672917,0.6568471507779954,1.9113024560684921,0.7022296373248607,False,,,,False,,,,,0.0,-1.25,1,0,home,0.6568471507779953,0.21784961693388008,0.12530323228812457,0.18091323354926986,0.4203039347817516,0.06672738897551575,1.9942329373406384,0.8770915480377202,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-6,2122,D1,2021-08-14T00:00:00Z,Dortmund,Ein Frankfurt,5-2,2-0,1.0847442238391207,1.0,2-1,1.0,0.1277389558108697,0.4954414189363642,0.6454150806546342,1.9142672801757767,0.7490274456028774,False,,,,False,,,,,0.0,-1.25,5,2,home,0.6454150806546343,0.21976529392891345,0.13481962541645237,0.19220358084025374,0.43786163326813843,0.07195339821229602,5.475212769990572,3.45395739286495,multiplicative,-0.04,1.5
h2h,fdl-2122-E0-1,2122,E0,2021-08-14T00:00:00Z,Man United,Leeds,5-1,2-0,0.9828115804567363,1.0,1-0,1.0,0.1136166309205329,0.4584965689402293,0.5831383496058222,1.7536372767569957,0.8515275236938243,False,,,,False,,,,,0.0,-1.0,5,1,home,0.5831383496058223,0.24176147132434705,0.1751001790698306,0.2628823172965574,0.5393308144278738,0.10221685413982216,4.744917177850481,2.5547747750554533,multiplicative,-0.04,1.5
h2h,fdl-2122-E0-2,2122,E0,2021-08-14T00:00:00Z,Burnley,Brighton,1-2,0-1,0.7004912006488634,1.5,0-1,1.5,0.11085065211734428,0.26957700619487307,0.3994267193754104,1.1181018585907772,1.2915843549132877,False,,,,False,,,,,0.0,0.25,1,2,away,0.31552781756699644,0.2850454630575931,0.39942671937541036,0.5414969850684915,0.9177249614513403,0.23012303452938693,2.4794614624481515,0.4821727029131587,multiplicative,-0.04,1.5
h2h,fdl-2122-E0-3,2122,E0,2021-08-14T00:00:00Z,Chelsea,Crystal Palace,3-0,2-0,1.2372448301436445,1.5,1-0,1.0,0.15710378622706217,0.5580725406856847,0.7225528804602089,2.033532559914953,0.5437274868772995,False,,,,False,,,,,0.0,-1.5,3,0,home,0.7225528804602089,0.19299899878836285,0.08444812075142828,0.12135700277268542,0.3249646707254905,0.042054194619687464,2.2396864639365015,0.43700232956754187,multiplicative,-0.04,1.5
h2h,fdl-2122-E0-4,2122,E0,2021-08-14T00:00:00Z,Everton,Southampton,3-1,2-0,0.8094812357754888,1.5,1-0,1.0,0.0912810618642935,0.3916827335395042,0.4767182762092964,1.4805145788835985,1.004930109488132,False,,,,False,,,,,0.0,-0.5,3,1,home,0.47671827620929647,0.271583513575259,0.2516982102154446,0.4109333563249111,0.7408295784895037,0.16858787573951411,3.095116517043464,0.9809776631549137,multiplicative,-0.04,1.5
h2h,fdl-2122-E0-5,2122,E0,2021-08-14T00:00:00Z,Leicester,Wolves,1-0,2-0,0.9394566511091242,1.5,1-0,3.0,0.10916460311831948,0.44476035350183984,0.553329569680725,1.6535002594138666,0.8740412007684818,False,,,,False,,,,,0.0,-0.75,1,0,home,0.5533295696807251,0.253532055488733,0.19313837483054191,0.3010954083141311,0.5918014881046122,0.11840845257689457,2.0602330807135916,0.8208383469152275,multiplicative,-0.04,1.5
h2h,fdl-2122-E0-6,2122,E0,2021-08-14T00:00:00Z,Watford,Aston Villa,3-2,1-2,0.7457278199944234,0.0,0-1,0.0,0.08869425313437324,0.34757319587263513,0.4388998423565459,1.075216001596902,1.4007862497278931,False,,,,False,,,,,0.0,0.25,3,2,home,0.28379489371384004,0.27730526392961424,0.4388998423565458,0.7824810352940434,1.2595035069697187,0.3527914129454852,4.069276504683288,1.7763274187639746,multiplicative,-0.04,1.5
h2h,fdl-2122-E0-7,2122,E0,2021-08-14T00:00:00Z,Norwich,Liverpool,0-3,0-2,1.109580965791469,1.5,0-1,1.0,0.1329559167651894,0.5072390027096708,0.6565275892888494,0.7091743724417893,1.91828794434363,False,,,,False,,,,,0.0,1.25,0,3,away,0.12609936931522092,0.21737304139592958,0.6565275892888496,0.1811253869871422,0.4207905613106518,0.06693717393071287,2.4649168546761895,0.4260222101414012,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-11,2122,F1,2021-08-14T00:00:00Z,Lille,Nice,0-4,2-0,0.8725408089968073,0.0,1-0,0.0,0.10047660715066577,0.4190292360087805,0.5123112802664184,1.5469266447997327,0.9302975702717718,False,,,,False,,,,,0.0,-0.5,0,4,away,0.5123112802664183,0.26558820766058067,0.22210051207300097,0.9381275572536637,1.5046252424878306,0.4337952306026521,5.944280402462609,0.9868317403022352,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-12,2122,F1,2021-08-14T00:00:00Z,Paris SG,Strasbourg,4-2,2-0,1.3322255865960584,1.0,1-0,1.0,0.17374068380980265,0.5871646086051205,0.778032256578794,2.1916461288163287,0.43472306372789626,False,,,,False,,,,,0.0,-1.75,4,2,home,0.7780322565787942,0.16504311838338084,0.056924625037825,0.0797493229809099,0.25098729476503173,0.026255046027599625,5.025031579224328,2.5326116497655216,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-1,2122,SP1,2021-08-14T00:00:00Z,Cadiz,Levante,1-1,0-1,0.7205458192604204,0.0,0-1,0.0,0.11073857761022042,0.2749951454194998,0.41694038013533996,1.1064553027464004,1.3459909056687522,False,,,,False,,,,,0.0,0.25,1,1,draw,0.3021083581253986,0.28095126173926144,0.41694038013533996,0.782139828630986,1.2695740704596008,0.13255437031831294,2.0149333156374456,0.3568811161727315,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-2,2122,SP1,2021-08-14T00:00:00Z,Mallorca,Betis,1-1,1-0,0.6651304493928278,0.0,1-0,0.0,0.1070771975554108,0.2576093183118247,0.37570999390379933,1.2402361976052414,1.16168916971242,False,,,,False,,,,,0.0,0.0,1,1,draw,0.3757099939037995,0.286659808151676,0.3376301979445246,0.7640063793894554,1.249459103741195,0.12757607504162594,1.9975275527053031,0.3462514520010169,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-3,2122,SP1,2021-08-14T00:00:00Z,Alaves,Real Madrid,1-4,0-2,1.0236833471846463,1.0,0-1,1.0,0.12059256277169916,0.4762744766921638,0.6046572646810155,0.7960380386389447,1.785065046730682,False,,,,False,,,,,0.0,1.0,1,4,away,0.1586843569468641,0.2366583783721203,0.6046572646810155,0.23748379156285804,0.5030934861351667,0.09073830175456819,3.6694429113567475,1.6761643334043081,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-4,2122,SP1,2021-08-14T00:00:00Z,Osasuna,Espanol,0-0,1-0,0.6635130106816862,0.0,1-0,0.0,0.10629435090777742,0.25675887840349376,0.37569204511827314,1.244938180087965,1.1678506273286064,False,,,,False,,,,,0.0,0.0,0,0,draw,0.3756920451182732,0.2859160940246158,0.338391860857111,0.7655693890325502,1.252056888742201,0.12782678212974452,2.3562608304266455,1.5579674133199939,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-7,2122,D1,2021-08-15T00:00:00Z,Mainz,RB Leipzig,1-0,0-2,1.1386635691095934,0.0,0-1,0.0,0.13829765578396058,0.5192256591194737,0.6716042558739159,0.6706636050063922,1.9426974058326694,False,,,,False,,,,,0.0,1.25,1,0,home,0.11598999617100306,0.21240574795508124,0.6716042558739157,1.2776421651420569,2.154251331499793,0.6162629816888496,3.09373554733721,0.8767877381547662,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-8,2122,D1,2021-08-15T00:00:00Z,FC Koln,Hertha,3-1,2-1,0.7000274082368689,1.5,1-0,1.0,0.0861438100805795,0.3263694386303714,0.4076269738008139,1.3558354824235155,1.1600759329302996,False,,,,False,,,,,0.0,-0.25,3,1,home,0.4076269738008139,0.2776400561750244,0.3147329700241618,0.5270466453814822,0.897402802686735,0.22498132229430573,3.245931601233,0.9596885053814971,multiplicative,-0.04,1.5
h2h,fdl-2122-E0-8,2122,E0,2021-08-15T00:00:00Z,Newcastle,West Ham,2-4,1-2,0.7465387003991566,1.0,0-1,1.0,0.08962531020395395,0.3447653322179046,0.43971806898427335,1.109084457713315,1.433097506746274,False,,,,False,,,,,0.0,0.25,2,4,away,0.28709365182391733,0.2731882791918094,0.43971806898427335,0.4709704430280861,0.8216215097477922,0.19816930357015214,4.766960106540617,2.622901005361315,multiplicative,-0.04,1.5
h2h,fdl-2122-E0-9,2122,E0,2021-08-15T00:00:00Z,Tottenham,Man City,1-0,0-2,1.019037239580985,0.0,0-1,0.0,0.12019720675303357,0.47504243998486173,0.6012202094590038,0.7976976092884327,1.772022478377295,False,,,,False,,,,,0.0,1.0,1,0,home,0.16053864041156454,0.2382411501294316,0.6012202094590039,1.1229199601189874,1.8292206151599357,0.5330805572519965,2.869261423914357,0.8483358565410322,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-13,2122,F1,2021-08-15T00:00:00Z,Angers,Lyon,3-0,0-2,0.8787734156875879,0.0,0-1,0.0,0.0995250349901822,0.41796479674266096,0.5205034648309841,0.9549917925855346,1.6031539441927793,False,,,,False,,,,,0.0,0.75,3,0,home,0.22009898307784653,0.2593975520911694,0.5205034648309841,0.9464565431281594,1.5136779107336953,0.43958472654863423,4.488061753403177,0.4409361053711173,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-14,2122,F1,2021-08-15T00:00:00Z,Brest,Rennes,1-1,0-2,0.7545275592679641,0.0,0-1,0.0,0.08366415985475617,0.36779585520165614,0.4451333918850018,1.0683256963398544,1.418080628864103,False,,,,False,,,,,0.0,0.25,1,1,draw,0.278925345033311,0.27594126308168726,0.4451333918850018,0.8002041391807404,1.2875672508347187,0.13797154233649908,2.031788331451818,0.36470021068863695,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-15,2122,F1,2021-08-15T00:00:00Z,Clermont,Troyes,2-0,2-0,0.8467441892985325,3.0,1-0,1.5,0.09518949720278197,0.4048838011929293,0.5015180428978949,1.5604964936031953,0.9882508799153772,False,,,,False,,,,,0.0,-0.5,2,0,home,0.501518042897895,0.2636554420586995,0.23482651504340557,0.37314194585094385,0.6901156943651311,0.15181387686188777,2.351885666771092,0.3804252144909655,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-16,2122,F1,2021-08-15T00:00:00Z,Nantes,Metz,2-0,2-0,0.7743400874196802,3.0,1-0,1.5,0.08701186392260755,0.3777696003026262,0.4549374913844559,1.421547566821025,1.0305086249608728,False,,,,False,,,,,0.0,-0.25,2,0,home,0.4549374913844557,0.2768136231298851,0.26824888548565917,0.44567638481286265,0.7875952510415241,0.1845253014312843,2.4417108026981538,0.35682759143528314,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-17,2122,F1,2021-08-15T00:00:00Z,Reims,Montpellier,3-3,2-1,0.6620755417832223,0.0,1-0,0.0,0.08284843051896867,0.31134115502098725,0.3821323184942756,1.2901599558361645,1.1956983666835512,False,,,,False,,,,,0.0,0.0,3,3,draw,0.38213231849427554,0.2808518145708932,0.33701586693483127,0.7767789160096232,1.2699280990279742,0.1298024017018232,4.768887185470607,2.6845681198128624,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-18,2122,F1,2021-08-15T00:00:00Z,Lens,St Etienne,2-2,2-0,0.78197749240282,0.0,1-0,0.0,0.08640558165121293,0.3775787568584179,0.4635797414967917,1.4801223664414427,1.0596834877070225,False,,,,False,,,,,0.0,-0.5,2,2,draw,0.4635797414967917,0.27035401382068813,0.2660662446825201,0.8180806884332715,1.3080230165075823,0.14284871164284546,3.025909649309417,0.943385820000841,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-19,2122,F1,2021-08-15T00:00:00Z,Marseille,Bordeaux,2-2,2-0,1.0903673785009036,0.0,1-0,0.0,0.1312575900334684,0.5025745416044456,0.6421937226484782,1.8632303791949487,0.7188437927587148,False,,,,False,,,,,0.0,-1.25,2,2,draw,0.6421937226484781,0.22440503053135316,0.1334012468201688,1.0317562267273572,1.4943026878872163,0.21510433503114298,3.383963133138384,0.9154502292592109,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-5,2122,SP1,2021-08-15T00:00:00Z,Celta,Ath Madrid,1-2,0-1,0.7729988079958932,1.5,0-1,1.5,0.1177235154437496,0.2929901499476181,0.4499184598564597,1.0324084466976526,1.4045571526251743,False,,,,False,,,,,0.0,0.25,1,2,away,0.27166540300115694,0.2784161371423834,0.44991845985645973,0.45390733741575673,0.7986889129555113,0.18819589599723524,2.4187739851701235,0.4736943237579537,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-6,2122,SP1,2021-08-15T00:00:00Z,Barcelona,Sociedad,4-2,2-0,0.9698732759125627,1.0,1-0,1.0,0.11212179970331088,0.4541323444700114,0.5746244041225906,1.7277048797066412,0.8609073050144185,False,,,,False,,,,,0.0,-0.75,4,2,home,0.5746244041225906,0.24489804864854495,0.18047754722886447,0.2734915968536732,0.5540386618411152,0.10675827131090404,4.572172474465166,2.572649054227332,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-7,2122,SP1,2021-08-15T00:00:00Z,Sevilla,Vallecano,3-0,2-0,1.1522467322334466,1.5,1-0,1.0,0.14353679643152698,0.529766404346009,0.6720583354131515,1.895635875616456,0.631494536212278,False,,,,False,,,,,0.0,-1.25,3,0,home,0.6720583354131516,0.21589786731271468,0.11204379727413369,0.1667114369897787,0.3974101335761171,0.060049773939800065,2.400221807531611,0.4489393752813775,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-8,2122,SP1,2021-08-16T00:00:00Z,Villarreal,Granada,0-0,2-0,1.06454527498444,0.0,1-0,0.0,0.12765037441939855,0.49357304151832937,0.6262831925961774,1.8197027402303323,0.742960057402401,False,,,,False,,,,,0.0,-1.0,0,0,draw,0.6262831925961774,0.23066962464925359,0.14304718275456907,1.0045623602598,1.4667687884908673,0.20634656691123984,2.5099922624706705,1.6808358192455628,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-9,2122,SP1,2021-08-16T00:00:00Z,Elche,Ath Bilbao,0-0,0-1,0.7702907782813305,0.0,0-1,0.0,0.12010348057165271,0.2937092574836154,0.44328092868204383,1.0221468337260147,1.371185382978569,False,,,,False,,,,,0.0,0.25,0,0,draw,0.27467765423513757,0.2820414170828186,0.44328092868204394,0.7874103222537803,1.2657013497402227,0.1359728977346665,2.338784971551533,1.5421692543255974,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-9,2122,D1,2021-08-20T00:00:00Z,RB Leipzig,Stuttgart,4-0,2-0,1.0772943729025277,1.0,1-0,1.0,0.12772269056959717,0.4948206635060834,0.6383000052950903,1.8791345153329226,0.7472394314308138,False,,,,False,,,,,0.0,-1.0,4,0,home,0.6383000052950902,0.22378306952487106,0.13791692518003873,0.19992682662662142,0.44894687842451175,0.07492398221032408,3.2811778816740134,0.8867045844597081,multiplicative,-0.04,1.5
h2h,fdl-2122-F1-20,2122,F1,2021-08-20T00:00:00Z,Brest,Paris SG,2-4,0-2,1.2282137972602418,1.0,0-1,1.0,0.15362906207384244,0.5514337701130361,0.7220533190929601,0.5654637242605203,2.0608953866808233,False,,,,False,,,,,0.0,1.5,2,4,away,0.08657085849357656,0.19137582241346335,0.7220533190929601,0.12137357637198418,0.3256562936568012,0.042374435483777353,4.745205283240808,2.5323552216749694,multiplicative,-0.04,1.5
h2h,fdl-2122-SP1-10,2122,SP1,2021-08-20T00:00:00Z,Betis,Cadiz,1-1,2-0,1.0708403636614787,0.0,1-0,0.0,0.1290554971497291,0.4967727948121209,0.6288707205308245,1.81834423225561,0.7318774283730758,False,,,,False,,,,,0.0,-1.0,1,1,draw,0.6288707205308246,0.23038793797334442,0.14074134149583095,1.0075892343639252,1.4679907040770914,0.20764325417350232,2.2252134140844335,0.3810667047267873,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-10,2122,D1,2021-08-21T00:00:00Z,Bochum,Mainz,2-0,1-2,0.6735208815628735,0.0,0-1,0.0,0.08431485492485953,0.314396027060772,0.38985058564519814,1.2053781395750087,1.3263951488049759,False,,,,False,,,,,0.0,0.25,2,0,home,0.33252178043107816,0.27762763392372364,0.3898505856451981,0.674587755844887,1.1010499159757166,0.2987553263634009,2.8513335839579788,0.37589649096623207,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-11,2122,D1,2021-08-21T00:00:00Z,Ein Frankfurt,Augsburg,0-0,2-0,0.9860289688588463,0.0,1-0,0.0,0.11334638969740764,0.4583208532495652,0.5868489576879523,1.775236636112701,0.8567931424205107,False,,,,False,,,,,0.0,-1.0,0,0,draw,0.5868489576879522,0.23944076100649728,0.17371028130555055,0.9530173169890654,1.4294492371663607,0.1872834804853447,2.5729655873186044,1.737722198496751,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-12,2122,D1,2021-08-21T00:00:00Z,Freiburg,Dortmund,2-1,0-2,0.9311224005019504,0.0,0-1,0.0,0.10505785418600738,0.4356570433970545,0.555707097524412,0.9239103221854265,1.7149113655847361,False,,,,False,,,,,0.0,0.75,2,1,home,0.19702474645413887,0.24726815602144905,0.555707097524412,1.0147211770282942,1.6244259416147713,0.4767898180230232,2.950886017649706,0.42355986717273264,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-13,2122,D1,2021-08-21T00:00:00Z,Greuther Furth,Bielefeld,1-1,2-1,0.6463729113595178,0.0,1-0,0.0,0.08215120768410755,0.3025478421256528,0.37187217877053014,1.291195418307529,1.2456285765092456,False,,,,False,,,,,0.0,0.0,1,1,draw,0.3718721787705302,0.2778348381928793,0.35029298303659057,0.7825166122361191,1.2807284490629836,0.13049704565410714,2.0223943100592243,0.3771996701383048,multiplicative,-0.04,1.5
h2h,fdl-2122-D1-14,2122,D1,2021-08-21T00:00:00Z,Hertha,Wolfsburg,1-2,1-2,0.7344248643412595,3.0,0-1,1.5,0.08874249667221373,0.34011433360823173,0.43125395252882315,1.121511310081625,1.4118807060681258,False,,,,False,,,,,0.0,0.25,1,2,away,0.2941500301240782,0.27459601734709865,0.4312539525288232,0.48539927947897027,0.8410581453943408,0.20499815336804114,2.4220163987391397,0.4468886920156727,multiplicative,-0.04,1.5
