market_mode,devig_method,dixon_coles_rho,ci_cutoff,asian_handicap_weight,matches,avg_model_points,avg_naive_points,edge_vs_naive,exact_hits,close_hits,outcome_only_hits,misses,has_asian_handicap
h2h,multiplicative,-0.04,1.5,0.0,5404,0.8982235381199112,0.8580680977054034,0.040155440414507804,559,1588,795,2462,False
h2h,power,-0.04,1.5,0.0,5404,0.897020725388601,0.8584381939304219,0.03858253145817914,554,1597,790,2463,False
h2h,multiplicative,-0.08,1.5,0.0,5404,0.8969282013323464,0.8662102146558105,0.030717986676535913,552,1622,758,2472,False
h2h,power,-0.08,1.5,0.0,5404,0.8966506291635825,0.8681532198371577,0.02849740932642486,550,1625,758,2471,False
h2h_totals,multiplicative,-0.04,1.5,0.0,5404,0.9059030347890451,0.895540340488527,0.01036269430051806,596,1533,808,2467,False
h2h_totals,multiplicative,-0.08,1.5,0.0,5404,0.9041450777202072,0.8991487786824575,0.004996299037749785,590,1562,773,2479,False
h2h_totals,power,-0.08,1.5,0.0,5404,0.9037749814951888,0.8989637305699482,0.0048112509252405955,583,1578,768,2475,False
h2h_totals,power,-0.04,1.5,0.0,5404,0.9036824574389342,0.8974833456698742,0.006199111769059962,590,1535,811,2468,False
