market_mode,devig_method,dixon_coles_rho,ci_cutoff,asian_handicap_weight,matches,avg_model_points,avg_model_points_ci_low,avg_model_points_ci_high,avg_naive_points,edge_vs_naive,edge_vs_naive_ci_low,edge_vs_naive_ci_high,edge_vs_naive_p_value,edge_vs_naive_significant,avg_brier_1x2,avg_log_loss_1x2,avg_rps_1x2,avg_exact_log_loss,avg_total_goals_crps,avg_model_ah_error,exact_hits,close_hits,outcome_only_hits,misses,outcome_accuracy,exact_rate
h2h,multiplicative,-0.04,1.5,0.0,5404,0.8982235381199112,0.8726845854922279,0.9238527017024426,0.8580680977054034,0.040155440414507804,0.022575869726128794,0.05773501110288675,0.0,True,0.5761722938512456,0.9696114104665575,0.1943190406975521,2.934941734264351,0.9393683853235228,,559,1588,795,2462,0.5444115470022206,0.1034418948926721
h2h_totals,multiplicative,-0.04,1.5,0.0,5404,0.9059030347890451,0.8802738712065137,0.9319022945965951,0.895540340488527,0.01036269430051806,-0.0050888230940044415,0.025999259807549965,0.2038,False,0.5760723267167921,0.9690559953427879,0.1943291346411957,2.89100522057623,0.9028510869061581,,596,1533,808,2467,0.5434863064396743,0.11028867505551443
