commence_time,home_team,away_team,final_pick,home_goals,away_goals,pred_outcome,market_rows,market_available,bookmaker_count_h2h,market_p_home,market_p_draw,market_p_away,market_favourite,market_favourite_prob,totals_available,bookmaker_count_totals,total_line,market_p_over,market_p_under,market_total_lean,market_total_lean_prob,spreads_available,market_alignment_score,market_alignment_label,market_alignment_reasons,validation_score,validation_label,h2h_bookmaker_count,totals_bookmaker_count,spreads_bookmaker_count,market_depth_class,snapshot_id,snapshot_created_at_utc
2026-07-07T16:00:00Z,Argentina,Egypt,2-0,2,0,home,111,True,25.0,0.7170676604052761,0.1942454366753643,0.0886869029193596,home,0.7170676604052761,True,14.0,2.5,0.4858687339522425,0.5141312660477574,under,0.5141312660477574,False,1.0,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; goal total agrees with market lean; spreads market unavailable,0.967998,validated,25,15,0,strong,20260707T095915Z,2026-07-07T09:59:16.761626+00:00
2026-07-07T20:00:00Z,Switzerland,Colombia,0-2,0,2,away,111,True,25.0,0.2686649661424527,0.3082800719766947,0.4230549618808525,away,0.4230549618808525,True,11.0,2.5,0.410685354592145,0.5893146454078549,under,0.5893146454078549,False,0.867291,market_aligned,pick outcome agrees with market favourite; goal total agrees with market lean; spreads market unavailable,0.510858,fragile,25,15,0,strong,20260707T095915Z,2026-07-07T09:59:16.761626+00:00
2026-07-09T20:00:00Z,France,Morocco,2-0,2,0,home,111,True,25.0,0.6016728138268199,0.2464368225521893,0.1518903636209906,home,0.6016728138268199,True,14.0,2.5,0.4806660337910701,0.5193339662089298,under,0.5193339662089298,False,1.0,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; goal total agrees with market lean; spreads market unavailable,0.735978,acceptable,25,15,0,strong,20260707T095915Z,2026-07-07T09:59:16.761626+00:00
2026-07-10T19:00:00Z,Spain,Belgium,2-0,2,0,home,111,True,25.0,0.5891820803254503,0.2401194400657459,0.1706984796088036,home,0.5891820803254503,True,14.0,2.5,0.5255396506446728,0.4744603493553271,over,0.5255396506446728,False,0.891887,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; spreads market unavailable,0.733198,acceptable,25,15,0,strong,20260707T095915Z,2026-07-07T09:59:16.761626+00:00
2026-07-11T21:00:00Z,Norway,England,1-2,1,2,away,109,True,25.0,0.2350386344450754,0.2604672757822776,0.504494089772647,away,0.504494089772647,True,12.0,2.5,0.5425881585685034,0.4574118414314965,over,0.5425881585685034,False,0.928371,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; goal total agrees with market lean; spreads market unavailable,0.51423,fragile,25,14,0,strong,20260707T095915Z,2026-07-07T09:59:16.761626+00:00
2026-07-07T16:01:00Z,Argentina,Egypt,2-1,2,1,home,72,True,16.0,0.4344110137340037,0.3098521748738898,0.2557368113921065,home,0.4344110137340037,True,5.0,2.5,0.6012484008186367,0.3987515991813631,over,0.6012484008186367,False,0.875808,market_aligned,pick outcome agrees with market favourite; goal total agrees with market lean; spreads market unavailable,0.63321,acceptable,16,9,0,strong,20260707T164035Z,2026-07-07T16:40:37.067249+00:00
2026-07-07T20:00:00Z,Switzerland,Colombia,0-2,0,2,away,111,True,25.0,0.2638385409646659,0.3103875736444104,0.4257738853909236,away,0.4257738853909236,True,10.0,2.5,0.4113431675846518,0.5886568324153482,under,0.5886568324153482,False,0.86933,market_aligned,pick outcome agrees with market favourite; goal total agrees with market lean; spreads market unavailable,0.511077,fragile,25,15,0,strong,20260707T164035Z,2026-07-07T16:40:37.067249+00:00
2026-07-09T20:00:00Z,France,Morocco,2-0,2,0,home,111,True,25.0,0.6096595537008721,0.2414864659078803,0.1488539803912477,home,0.6096595537008721,True,14.0,2.5,0.4863950817987004,0.5136049182012996,under,0.5136049182012996,False,1.0,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; goal total agrees with market lean; spreads market unavailable,0.736167,acceptable,25,15,0,strong,20260707T164035Z,2026-07-07T16:40:37.067249+00:00
2026-07-10T19:00:00Z,Spain,Belgium,2-0,2,0,home,111,True,25.0,0.5919728409945089,0.2393965266349408,0.1686306323705503,home,0.5919728409945089,True,13.0,2.5,0.5257148293960309,0.4742851706039692,over,0.5257148293960309,False,0.89398,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; spreads market unavailable,0.732884,acceptable,25,15,0,strong,20260707T164035Z,2026-07-07T16:40:37.067249+00:00
2026-07-11T21:00:00Z,Norway,England,1-2,1,2,away,109,True,25.0,0.2349936811399952,0.2590225244671378,0.5059837943928669,away,0.5059837943928669,True,12.0,2.5,0.5470543786106314,0.4529456213893685,over,0.5470543786106314,False,0.929488,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; goal total agrees with market lean; spreads market unavailable,0.514256,fragile,25,14,0,strong,20260707T164035Z,2026-07-07T16:40:37.067249+00:00
2026-07-09T20:00:00Z,France,Morocco,2-0,2,0,home,106,True,24,0.6030704267132211,0.2455758968343209,0.1513536764524578,home,0.6030704267132211,True,13,2.5,0.4813384067556245,0.5186615932443753,under,0.5186615932443753,False,1.0,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; goal total agrees with market lean; spreads market unavailable,0.565984,fragile,24,14,0,strong,20260708T084319Z,2026-07-08T08:43:20.283649+00:00
2026-07-10T19:00:00Z,Spain,Belgium,2-0,2,0,home,106,True,24,0.5889869646539115,0.2391619287857705,0.1718511065603178,home,0.5889869646539115,True,12,2.5,0.5255802340357556,0.4744197659642444,over,0.5255802340357556,False,0.89174,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; spreads market unavailable,0.553556,fragile,24,14,0,strong,20260708T084319Z,2026-07-08T08:43:20.283649+00:00
2026-07-11T21:00:00Z,Norway,England,0-2,0,2,away,104,True,24,0.2284407811371442,0.2577564827915755,0.5138027360712804,away,0.5138027360712804,True,11,2.5,0.5496551169294264,0.4503448830705736,over,0.5496551169294264,False,0.835352,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; spreads market unavailable,0.394365,review,24,13,0,strong,20260708T084319Z,2026-07-08T08:43:20.283649+00:00
2026-07-12T01:00:00Z,Argentina,Switzerland,2-0,2,0,home,104,True,24,0.556554307817232,0.2670333877139852,0.1764123044687825,home,0.556554307817232,True,10,2.5,0.4297254758093537,0.5702745241906463,under,0.5702745241906463,False,0.967416,market_aligned,pick outcome agrees with market favourite; market gives selected outcome strong support; goal total agrees with market lean; spreads market unavailable,0.564568,fragile,24,13,0,strong,20260708T084319Z,2026-07-08T08:43:20.283649+00:00
