match_id,commence_time,home_team,away_team,neutral,venue_country,stage
b6e926d7f026782b9cab2fa02b823d92,2026-07-09T20:00:00Z,France,Morocco,true,,
fca257de4583bd4bc592e8b2a8f24ad7,2026-07-10T19:00:00Z,Spain,Belgium,true,,
e66e4478b739fa0657a7a11235e1fcee,2026-07-11T21:00:00Z,Norway,England,true,,
200d9cd5eda092c7eb778cc104cd2fd2,2026-07-12T01:00:00Z,Argentina,Switzerland,true,,
