home_team,away_team,raw_pick,candidate_pick,scenarios_tested,scenarios_passed,scenarios_positive_delta,mean_delta_p_finish_first,min_delta_p_finish_first,max_delta_p_finish_first,mean_ev_loss,max_ev_loss,mean_z_score,pass_rate,positive_delta_rate,robust_switch
Colombia,DR Congo,2-0,3-1,11,0,0,-0.017787272727272728,-0.02039,-0.01555,0.167847,0.187418,-25.614272727272727,0.0,0.0,False
Egypt,Iran,2-0,3-0,11,0,0,-0.017903636363636365,-0.01936,-0.01696,0.15982136363636365,0.168611,-28.121454545454547,0.0,0.0,False
Uruguay,Cape Verde,2-0,3-1,11,0,0,-0.017927272727272726,-0.02023,-0.01511,0.17151672727272727,0.191877,-25.50181818181818,0.0,0.0,False
Norway,France,0-2,2-3,11,0,0,-0.02194727272727273,-0.0236,-0.02023,0.1977050909090909,0.216352,-34.51709090909091,0.0,0.0,False
Colombia,Portugal,0-2,2-3,11,0,0,-0.022,-0.02364,-0.02008,0.1849660909090909,0.20027,-35.847272727272724,0.0,0.0,False
Ecuador,Germany,0-2,1-1,11,0,0,-0.023997272727272725,-0.03444,-0.01503,0.3789090909090909,0.431837,-18.102545454545456,0.0,0.0,False
Belgium,Iran,2-0,4-1,11,0,0,-0.02464727272727273,-0.02739,-0.02158,0.2516410909090909,0.277839,-33.27136363636364,0.0,0.0,False
Paraguay,Australia,1-0,3-1,11,0,0,-0.025285454545454545,-0.02777,-0.02202,0.20409,0.224764,-36.69590909090909,0.0,0.0,False
Netherlands,Sweden,2-0,1-1,11,0,0,-0.02733909090909091,-0.03695,-0.01956,0.3820508181818182,0.430933,-21.024454545454546,0.0,0.0,False
Jordan,Argentina,0-2,1-5,11,0,0,-0.028103636363636362,-0.03236,-0.0244,0.2765803636363637,0.313311,-34.14354545454545,0.0,0.0,False
New Zealand,Egypt,0-2,1-4,11,0,0,-0.029365454545454542,-0.03189,-0.02725,0.2750981818181818,0.294057,-41.62190909090909,0.0,0.0,False
Paraguay,Australia,1-0,3-0,11,0,0,-0.030118181818181818,-0.03208,-0.02731,0.23856545454545455,0.25504,-41.62972727272727,0.0,0.0,False
Panama,England,0-2,2-3,11,0,0,-0.031465454545454546,-0.03474,-0.02794,0.29367672727272726,0.320514,-45.259454545454545,0.0,0.0,False
Uruguay,Cape Verde,2-0,4-1,11,0,0,-0.03326727272727273,-0.03549,-0.03064,0.31513854545454545,0.335955,-44.311181818181815,0.0,0.0,False
Norway,Senegal,2-1,6-2,11,0,0,-0.03388454545454545,-0.03611,-0.03177,0.2880638181818182,0.294721,-57.791909090909094,0.0,0.0,False
Algeria,Austria,1-2,3-5,11,0,0,-0.03407181818181818,-0.03638,-0.03242,0.2760860909090909,0.282782,-57.592636363636366,0.0,0.0,False
England,Ghana,2-0,5-0,11,0,0,-0.035736363636363636,-0.03846,-0.03331,0.34475609090909093,0.376194,-42.28936363636364,0.0,0.0,False
New Zealand,Belgium,0-2,1-5,11,0,0,-0.036260909090909094,-0.03849,-0.0335,0.34321954545454547,0.374785,-43.798545454545454,0.0,0.0,False
Uruguay,Spain,0-2,1-5,11,0,0,-0.0368,-0.03936,-0.03449,0.3381553636363636,0.356128,-50.23436363636363,0.0,0.0,False
Germany,Ivory Coast,2-0,5-4,11,0,0,-0.03931363636363636,-0.04163,-0.03693,0.3374061818181818,0.354555,-62.26218181818182,0.0,0.0,False
Scotland,Brazil,0-2,0-5,11,0,0,-0.040122727272727275,-0.04251,-0.03777,0.37018745454545454,0.390239,-52.13654545454545,0.0,0.0,False
South Africa,South Korea,0-2,0-5,11,0,0,-0.040831818181818184,-0.04385,-0.03821,0.3628165454545455,0.375229,-56.82190909090909,0.0,0.0,False
Tunisia,Netherlands,0-2,2-5,11,0,0,-0.042112727272727274,-0.04429,-0.03928,0.3800200909090909,0.404384,-56.67209090909091,0.0,0.0,False
Croatia,Ghana,2-0,5-2,11,0,0,-0.042489090909090914,-0.04503,-0.04012,0.376989,0.388884,-60.75454545454545,0.0,0.0,False
Ecuador,Germany,0-2,3-6,11,0,0,-0.043283636363636364,-0.04604,-0.04144,0.3683934545454546,0.377531,-66.24781818181818,0.0,0.0,False
Bosnia & Herzegovina,Qatar,2-0,6-5,11,0,0,-0.043738181818181815,-0.04624,-0.0421,0.38366618181818185,0.399218,-67.51718181818181,0.0,0.0,False
Jordan,Algeria,0-2,2-6,11,0,0,-0.04526636363636363,-0.0492,-0.04264,0.3946994545454546,0.405938,-66.28336363636363,0.0,0.0,False
