boundary_ms,boundary_iso,position_open,marks_carried_forward,spot_qty,spot_mark,perp_mark,spot_value,margin,cash,nav,funding_received,fees_paid,traded_notional,period_return_on_capital,period_return_on_nav,flagged,rebalances,forced_liquidations,unverifiable_open,rejected_open
1578268800000,2020-01-06T00:00:00Z,True,False,0.0,7358.75,7354.36,0.0,0.0,1.5,1.5,0.0,0.0014997017156446408,1.9994034312892814,0.0,0.0,False,0,0,0,0
1578297600000,2020-01-06T08:00:00Z,True,False,0.00013589264481059961,7507.91,7505.35,1.0202697468999489,0.479285277390861,-0.0012014173602851947,1.4983536069305248,0.0001019921861729234,0.0,0.0,-0.0010975953796502995,-0.0010975953796501514,False,0,0,0,0
1578326400000,2020-01-06T16:00:00Z,True,False,0.00013589264481059961,7519.99,7515.92,1.021911330049261,0.4779510279599115,-0.0012014173602851947,1.4986609406488873,0.0001021358246984882,0.0,0.0,0.00020488914557518592,0.00020511427805893566,False,0,0,0,0
1578355200000,2020-01-07T00:00:00Z,True,False,0.00013589264481059961,7758.0,7757.39,1.0542551384406318,0.4452424482418887,-0.0012014173602851947,1.4982961693222352,0.00010541722439272975,0.0,0.0,-0.00024318088443475716,-0.00024339816749624352,False,0,0,0,0
1578384000000,2020-01-07T08:00:00Z,True,False,0.00013589264481059961,7883.37,7886.66,1.0712919993205368,0.42778277995583475,-0.0012014173602851947,1.4978733619160862,0.00010717390861219636,0.0,0.0,-0.0002818716040993152,-0.0002821921425189472,False,0,0,0,0
1578412800000,2020-01-07T16:00:00Z,True,False,0.00013589264481059961,7764.59,7769.11,1.0551506709699336,0.4438625368438932,-0.0012014173602851947,1.4978117904535417,0.00010557649057244777,0.0,0.0,-4.1047641696471494e-05,-4.110591997291594e-05,False,0,0,0,0
1578441600000,2020-01-08T00:00:00Z,True,False,0.00013589264481059961,8145.28,8152.49,1.1068836419228807,0.39190265270577196,-0.0012014173602851947,1.4975848772683675,0.00013863802936640054,0.0,0.0,-0.00015127545678280305,-0.00015149646078396444,False,0,0,0,0
1578470400000,2020-01-08T08:00:00Z,True,False,0.00013589264481059961,8297.26,8301.47,1.1275366060811958,0.3717701773533005,-0.0012014173602851947,1.4981053660742112,0.00011281087141158484,0.0,0.0,0.00034699253722910345,0.00034755212458678126,False,0,0,0,0
1578499200000,2020-01-08T16:00:00Z,True,False,0.00013589264481059961,8305.97,8306.39,1.128720231017496,0.37121446327142515,-0.0012014173602851947,1.498733276928636,0.00011287773059283166,0.0,0.0,0.000418607236283286,0.0004191366432857449,False,0,0,0,0
1578528000000,2020-01-09T00:00:00Z,True,False,0.00013589264481059961,8055.98,8059.84,1.0947484287412943,0.4048283221469134,-0.0012014173602851947,1.4983753335279224,0.00010952729743502634,0.0,0.0,-0.00023862893380899308,-0.00023883062198166804,False,0,0,0,0
1578556800000,2020-01-09T08:00:00Z,True,False,0.00013589264481059961,7949.84,7953.76,1.0803247834210972,0.4193518996566807,-0.0012014173602851947,1.4984752657174927,0.0001080857482588755,0.0,0.0,6.662145971351545e-05,6.669369638846295e-05,False,0,0,0,0
1578585600000,2020-01-09T16:00:00Z,True,False,0.00013589264481059961,7907.05,7909.39,1.0745099371496518,0.42548893909952085,-0.0012014173602851947,1.4987974588888875,0.00010748279259385086,0.0,0.0,0.00021479544759654226,0.00021501400708175348,False,0,0,0,0
1578614400000,2020-01-10T00:00:00Z,True,False,0.00013589264481059961,7817.76,7818.59,1.0623760828945132,0.4379342401357023,-0.0012014173602851947,1.4991089056699303,0.00010624888737897061,0.0,0.0,0.00020763118736185268,0.00020779777760876757,False,0,0,0,0
1578643200000,2020-01-10T08:00:00Z,True,False,0.00013589264481059961,7752.98,7752.37,1.0535729573636825,0.4470384000813453,-0.0012014173602851947,1.4994099400847427,0.00010534900628503483,0.0,0.0,0.00020068960987495998,0.00020080890299154885,False,0,0,0,0
1578672000000,2020-01-10T16:00:00Z,True,False,0.00013589264481059961,8066.6,8066.68,1.096191608629183,0.4044356031389298,-0.0012014173602851947,1.4994257944078275,0.00010962024800407679,0.0,0.0,1.0569548723212327e-05,1.0573708137430678e-05,False,0,0,0,0
1578700800000,2020-01-11T00:00:00Z,True,False,0.00013589264481059961,8197.02,8207.09,1.1139147273653813,0.3854664451977034,-0.0012014173602851947,1.4981797552027996,0.00011152831662986242,0.0,0.0,-0.0008306928033519808,-0.0008310109174292769,False,0,0,0,0
1578729600000,2020-01-11T08:00:00Z,True,False,0.00013589264481059961,8074.18,8079.53,1.0972216748768473,0.4029968508948395,-0.0012014173602851947,1.4990171084114017,0.00019593992509597414,0.0,0.0,0.0005582354724014138,0.0005589137122526216,False,0,0,0,0
1578758400000,2020-01-11T16:00:00Z,True,False,0.00013589264481059961,8099.73,8101.69,1.100693731951758,0.40009556589399015,-0.0012014173602851947,1.499587880485463,0.00011009600815355869,0.0,0.0,0.0003805147160408732,0.00038076421600430647,False,0,0,0,0
1578787200000,2020-01-12T00:00:00Z,True,False,0.00013589264481059961,8020.01,8020.56,1.089860370307457,0.41122952967860016,-0.0012014173602851947,1.499888482625772,0.0001089935111262103,0.0,0.0,0.00020040142687260953,0.0002004565015633496,False,0,0,0,0
1578816000000,2020-01-12T08:00:00Z,True,False,0.00013589264481059961,8097.51,8097.55,1.1003920502802784,0.40087719470323074,-0.0012014173602851947,1.500067827623224,0.0001100397485986071,0.0,0.0,0.00011956333163472739,0.00011957222122148822,False,0,0,0,0
1578844800000,2020-01-12T16:00:00Z,True,False,0.00013589264481059961,8152.7,8154.42,1.1078919653473756,0.3932597925629216,-0.0012014173602851947,1.4999503405500119,0.00011081257006964498,0.0,0.0,-7.83247154747535e-05,-7.83211739153703e-05,False,0,0,0,0
1578873600000,2020-01-13T00:00:00Z,True,False,0.00013589264481059961,8184.98,8186.7,1.1122785799218615,0.38898442921996257,-0.0012014173602851947,1.500061591781539,0.0001112512315270936,0.0,0.0,7.416748768459176e-05,7.416994317712901e-05,False,0,0,0,0
1578902400000,2020-01-13T08:00:00Z,True,False,0.00013589264481059961,8075.26,8074.33,1.0973684389332428,0.404364409923207,-0.0012014173602851947,1.5005314314961646,0.00010972420587735689,0.0,0.0,0.00031322647641710927,0.00031321361549405553,False,0,0,0,0
1578931200000,2020-01-13T16:00:00Z,True,False,0.00013589264481059961,8084.89,8085.86,1.0986770851027687,0.40290744861863764,-0.0012014173602851947,1.5003831163611212,0.0001098808900968235,0.0,0.0,-9.887675669547254e-05,-9.884173828704631e-05,False,0,0,0,0
1578960000000,2020-01-14T00:00:00Z,True,False,0.00013589264481059961,8110.34,8113.0,1.1021355529131984,0.39932957194121277,-0.0012014173602851947,1.500263707494126,0.00011024970273483948,0.0,0.0,-7.960591133008658e-05,-7.958558430378247e-05,False,0,0,0,0
1578988800000,2020-01-14T08:00:00Z,True,False,0.00013589264481059961,8509.99,8515.53,1.1564450484117546,0.34492841988006095,-0.0012014173602851947,1.5001720509315304,0.0002997142544589774,0.0,0.0,-6.110437506379185e-05,-6.109363449761823e-05,False,0,0,0,0
1579017600000,2020-01-14T16:00:00Z,True,False,0.00013589264481059961,8675.48,8686.0,1.1789339222014608,0.3218808370704806,-0.0012014173602851947,1.4996133419116562,0.00011803635128248684,0.0,0.0,-0.000372472679916136,-0.00037242996196821165,False,0,0,0,0
1579046400000,2020-01-15T00:00:00Z,True,False,0.00013589264481059961,8810.01,8825.0,1.1972155597078307,0.303584094281284,-0.0012014173602851947,1.4995982366288296,0.0005923348394768133,0.0,0.0,-1.0070188551184836e-05,-1.0072785033573727e-05,False,0,0,0,0
1579075200000,2020-01-15T08:00:00Z,True,False,0.00013589264481059961,8627.13,8631.59,1.1723635128248682,0.3300957845958483,-0.0012014173602851947,1.5012578800604313,0.00022869388174622047,0.0,0.0,0.0011064289544012358,0.0011067253822147668,False,0,0,0,0
1579104000000,2020-01-15T16:00:00Z,True,False,0.00013589264481059961,8762.74,8768.17,1.1907919143876335,0.31165472014876155,-0.0012014173602851947,1.50124521717611,0.00011915298114489554,0.0,0.0,-8.441922880889999e-06,-8.434849528200493e-06,False,0,0,0,0
1579132800000,2020-01-16T00:00:00Z,True,False,0.00013589264481059961,8821.41,8825.3,1.1987647358586715,0.30401110268655684,-0.0012014173602851947,1.501574421184943,0.00011992933582469848,0.0,0.0,0.00021946933922212253,0.00021928729901463201,False,0,0,0,0
1579161600000,2020-01-16T08:00:00Z,True,False,0.00013589264481059961,8680.0,8688.64,1.1795481569560047,0.3230685428363649,-0.0012014173602851947,1.5014152824320843,0.00048635130999150663,0.0,0.0,-0.00010609250190585229,-0.00010598126247595285,False,0,0,0,0
1579190400000,2020-01-16T16:00:00Z,True,False,0.00013589264481059961,8710.02,8715.83,1.183627654153219,0.31974631053710206,-0.0012014173602851947,1.5021725473300358,0.00037268871313742144,0.0,0.0,0.0005048432653009804,0.0005043673837692704,False,0,0,0,0
