market_mode,devig_method,dixon_coles_rho,ci_cutoff,asian_handicap_weight,matches,avg_model_points,avg_model_points_ci_low,avg_model_points_ci_high,avg_naive_points,edge_vs_naive,edge_vs_naive_ci_low,edge_vs_naive_ci_high,edge_vs_naive_p_value,edge_vs_naive_significant,avg_brier_1x2,avg_log_loss_1x2,avg_rps_1x2,avg_exact_log_loss,avg_total_goals_crps,avg_model_ah_error,exact_hits,close_hits,outcome_only_hits,misses,outcome_accuracy,exact_rate
h2h,multiplicative,-0.04,1.5,0.0,7246,0.89207838807618,0.8699972398564725,0.9142285398840739,0.8499861992823626,0.042092188793817376,0.027049406569141596,0.05706769252001102,0.0,True,0.5712494529873415,0.9618984007120942,0.19326771008090174,2.966477733133345,0.948786234273921,,718,2128,1118,3282,0.5470604471432514,0.09908915263593707
h2h_totals,multiplicative,-0.04,1.5,0.0,7246,0.8943555064863373,0.8724813690311897,0.9165073833839359,0.8844879933756555,0.009867513110681791,-0.003105161468396357,0.02284018768975987,0.1408,False,0.5711372000883929,0.9616768644290338,0.19329287269086456,2.908762567640893,0.9072837499335521,,738,2093,1127,3288,0.5462324040850124,0.1018492961634005
