market_mode,devig_method,dixon_coles_rho,ci_cutoff,asian_handicap_weight,matches,avg_model_points,avg_naive_points,edge_vs_naive,exact_hits,close_hits,outcome_only_hits,misses,has_asian_handicap
h2h_totals,multiplicative,-0.04,1.5,0.0,7246,0.8943555064863373,0.8844879933756555,0.009867513110681791,738,2093,1127,3288,False
h2h_totals,multiplicative,-0.08,1.5,0.0,7246,0.8935964670162848,0.8874551476676787,0.006141319348606067,736,2118,1090,3302,False
h2h_totals,power,-0.08,1.5,0.0,7246,0.8931134418989788,0.8873861440794921,0.005727297819486665,729,2131,1088,3298,False
h2h_totals,power,-0.04,1.5,0.0,7246,0.8930444383107922,0.8862820866685067,0.006762351642285447,736,2084,1137,3289,False
h2h,multiplicative,-0.04,1.5,0.0,7246,0.89207838807618,0.8499861992823626,0.042092188793817376,718,2128,1118,3282,False
h2h,multiplicative,-0.08,1.5,0.0,7246,0.8913193486061275,0.8562655258073419,0.03505382279878555,712,2163,1078,3293,False
h2h,power,-0.04,1.5,0.0,7246,0.8911813414297544,0.8506762351642285,0.040505106265525836,713,2137,1113,3283,False
h2h,power,-0.08,1.5,0.0,7246,0.890422301959702,0.8603367375103506,0.0300855644493514,707,2168,1079,3292,False
