match_id,commence_time,home_team,away_team,recommended_scoreline,expected_points,adjusted_expected_points,ev_gap_to_second,p_exact,p_close,p_close_non_exact,p_outcome,p_miss,p_zero_points,variance_points,confidence_tier,risk_tier,calibration_profile,distribution_source,lambda_home,lambda_away,total_goals_mean,expected_goal_difference,model_home_win,model_draw,model_away_win,fair_home_win,fair_draw,fair_away_win,fair_total_line,fair_over,model_over,modal_scoreline,modal_scoreline_probability,modal_scoreline_expected_points,ev_gap_recommended_to_modal,probability_mass_inside_candidate_grid,probability_mass_outside_candidate_grid,solver_loss,solver_success,strategy_mode,raw_ev_scoreline,conservative_scoreline,exact_chase_scoreline,contrarian_scoreline,risk_adjusted_scoreline,private_chase_scoreline,private_chase_expected_points,private_chase_ev_loss,private_chase_p_exact,private_chase_p_close,private_chase_p_outcome,private_chase_public_pick_share,recommended_public_pick_share,recommended_ev_vs_field,recommended_risk_adjusted_score,sensitivity_enabled,sensitivity_scenario_count,sensitivity_changed_count,sensitivity_stability,sensitivity_warning,sensitivity_most_common_alternative,ratings_source,ratings_updated_at,ratings_number_of_applied_results,ratings_use_as_fallback_only,ratings_weight_effective,top1_scoreline,top1_ev,top1_p_exact,top1_p_close,top1_p_outcome,top2_scoreline,top2_ev,top2_p_exact,top2_p_close,top2_p_outcome,top3_scoreline,top3_ev,top3_p_exact,top3_p_close,top3_p_outcome,original_pick,locked_pick,switch_applied,switch_reason,pre_daily_pick,robust_locked_pick,daily_switch_applied,daily_switch_reason
ce017bea1a26252278053ce759e2416b,2026-06-30T17:00:00Z,Ivory Coast,Norway,1-2,0.7656033021647026,0.7656033021647026,0.0090160882967339,0.0924843007213399,0.3448261784198696,0.2523418776985296,0.4544637618727578,0.5455362381272422,0.5455362381272422,0.9236170984811428,fragile,high,big5_h2h_totals,odds,1.1343712294642956,1.530610395732091,2.6649748285870323,-0.3962330791104914,0.272000062316557,0.2735361758106851,0.454463761872758,0.2685162651083335,0.2792888071262139,0.4521949277654525,2.5,0.4992415775755484,0.4977583390707727,1-1,0.130514002854754,0.6004262567274935,0.1651770454372091,0.9987825570296128,0.001217442970387,0.0014085221767738,1.0,raw_ev,1-2,2-3,1-2,1-2,1-2,1-2,0.7656033021647026,0.0,0.0924843007213399,0.3448261784198696,0.4544637618727578,0.0376456415758465,0.0376456415758465,0.2999908325955571,0.7656033021647026,True,14,2,0.8571428571428571,False,0-2,internal_results_elo,2026-06-30T05:11:48Z,0,True,0.0,1-2,0.7656033021647026,0.0924843007213399,0.3448261784198696,0.4544637618727578,0-2,0.7565872138679687,0.0815291311337431,0.3596595105891923,0.4544637618727578,0-1,0.7351981234055791,0.0968638228026399,0.270877254657723,0.4544637618727578,1-2,1-2,False,,1-2,1-2,False,
0b5491529142c9bcc3f88bf45ccb0a7b,2026-06-30T21:00:00Z,France,Sweden,2-0,1.129805073544214,1.129805073544214,0.0298130407039871,0.108105295326448,0.4494647352614644,0.3413594399350163,0.7429147629238098,0.2570852370761902,0.2570852370761902,0.7579969212479181,strong,low,big5_h2h_totals,odds,2.5902260218686206,0.8448505801099377,3.434348691637097,1.744647568479489,0.7429147629238095,0.1633950213947743,0.0936902156814161,0.74316038109923,0.1613150862172251,0.0955245326835449,3.5,0.4391106142412828,0.4492488617559127,2-0,0.108105295326448,1.129805073544214,0.0,0.9831931605248204,0.0168068394751794,0.0037052799103329,1.0,raw_ev,2-0,2-0,2-0,3-1,2-0,2-0,1.129805073544214,0.0,0.108105295326448,0.4494647352614644,0.7429147629238098,0.0685898518717793,0.0685898518717793,0.4917708567351795,1.129805073544214,True,14,0,1.0,False,,internal_results_elo,2026-06-30T05:11:48Z,0,True,0.0,2-0,1.129805073544214,0.108105295326448,0.4494647352614644,0.7429147629238098,3-1,1.0999920328402268,0.0788575502736649,0.4775818890118395,0.7429147629238098,3-0,1.0788277993561977,0.0933390496854526,0.3918089238084176,0.7429147629238098,2-0,2-0,False,,2-0,2-0,False,
f58c55a9da96af562c31b7c5cca40187,2026-07-01T01:00:00Z,Mexico,Ecuador,1-0,0.8137837697804137,0.8137837697804137,0.0473235553861202,0.1479886335080604,0.3194803619470485,0.171491728438988,0.4320606385447987,0.5679393614552013,0.5679393614552013,1.1680903431999958,medium,high,big5_h2h_totals,odds,1.1846408807423283,0.8269709828956282,2.0116113052174325,0.3576693692464077,0.4320606385447988,0.3216068534793195,0.2463325079758817,0.4280822006065084,0.3320554133590324,0.2398623860344592,1.5,0.5914711736730517,0.6076121878781666,1-0,0.1479886335080604,0.8137837697804137,0.0,0.9997419905460612,0.0002580094539388,0.0137001058427185,1.0,raw_ev,1-0,4-3,1-0,1-0,1-0,1-0,0.8137837697804137,0.0,0.1479886335080604,0.3194803619470485,0.4320606385447987,0.0606756381942663,0.0606756381942663,0.3310225108272867,0.8137837697804137,True,14,0,1.0,False,,internal_results_elo,2026-06-30T05:11:48Z,0,True,0.0,1-0,0.8137837697804137,0.1479886335080604,0.3194803619470485,0.4320606385447987,2-0,0.7664602143942935,0.0938666952264261,0.3871990660197109,0.4320606385447988,2-1,0.7299018691300614,0.0776250332125619,0.3628073615328393,0.4320606385447987,1-0,1-0,False,,1-0,1-0,False,
5ff7744314f224c18d1604ee9cc19263,2026-07-01T16:00:00Z,England,DR Congo,2-0,1.2759066099179412,1.2759066099179412,0.1175450164981979,0.1608682743936375,0.5617005200502436,0.4008322456566061,0.7537539383023633,0.2462460616976367,0.2462460616976367,0.9138027632899268,strong,low,big5_h2h_totals,odds,2.1809585512514515,0.5126109499535958,2.6934042333239017,1.6681823336286972,0.753753938302363,0.1793134304988221,0.0669326311988147,0.7538169018797815,0.1752967291873764,0.0708863689328419,2.5,0.4993974004038714,0.5047898963588633,2-0,0.1608682743936375,1.2759066099179412,0.0,0.992882462715771,0.007117537284229,0.0014370813747661,1.0,raw_ev,2-0,2-0,2-0,2-0,2-0,2-0,1.2759066099179412,0.0,0.1608682743936375,0.5617005200502436,0.7537539383023633,0.0685898518717793,0.0685898518717793,0.6247992330551645,1.2759066099179412,True,14,0,1.0,False,,internal_results_elo,2026-06-30T05:11:48Z,0,True,0.0,2-0,1.2759066099179412,0.1608682743936375,0.5617005200502436,0.7537539383023633,1-0,1.158361593419743,0.1414710492217011,0.3848021625696568,0.7537539383023633,3-0,1.1462867717526122,0.1169490128879562,0.4342186282366296,0.753753938302363,2-0,2-0,False,,2-0,2-0,False,
658ac8cbf214ca3cc150109b4ddc1e74,2026-07-01T20:00:00Z,Belgium,Senegal,2-0,0.7418672966364936,0.7418672966364936,0.0008406948681006,0.0835369271716244,0.3617174723637081,0.2781805451920837,0.4357031696972031,0.5642968303027969,0.5642968303027969,0.9013571827415636,fragile,high,big5_h2h_totals,odds,1.3946072416273378,1.0599380284160356,2.4545424371279423,0.3346667425613475,0.435703169697203,0.2885884021468067,0.2757084281559902,0.4321804641462493,0.2973042682053425,0.2705152676484083,2.5,0.4431120485576182,0.4444750193861184,1-1,0.1371389453643419,0.6343594291511973,0.1075078674852964,0.9992730154849472,0.0007269845150529,0.0053993573672215,1.0,raw_ev,2-0,3-1,2-0,2-1,2-0,1-0,0.741026601768393,0.0008406948681006,0.1096414927711324,0.2817223858289824,0.435703169697203,0.0574305612305122,0.0649215039997094,0.2591989139575777,0.7418672966364936,True,14,4,0.7142857142857143,False,1-0,internal_results_elo,2026-06-30T05:11:48Z,0,True,0.0,2-0,0.7418672966364936,0.0835369271716244,0.3617174723637081,0.4357031696972031,1-0,0.741026601768393,0.1096414927711324,0.2817223858289824,0.435703169697203,2-1,0.7408681080194572,0.0885439658862255,0.3446979789858317,0.435703169697203,2-0,2-0,False,,2-0,2-0,False,
9eeb4876001f5a52ce3c3641bd5f1f2f,2026-07-02T00:00:00Z,United States,Bosnia & Herzegovina,2-0,1.1510939660851234,1.1510939660851234,0.0958111986805732,0.1337926986675698,0.507625958395994,0.3738332597284242,0.6965919388857715,0.3034080611142284,0.3034080611142284,0.9092077841292816,strong,low,big5_h2h_totals,odds,2.1260913527732908,0.7008101911217629,2.826769626009838,1.4251492492429427,0.6965919388857716,0.2003441879118342,0.1030638732023942,0.6972482339898616,0.1947898022733074,0.107961963736831,2.5,0.527147976943625,0.5369274808831724,2-0,0.1337926986675698,1.1510939660851234,0.0,0.9937535190911496,0.0062464809088502,0.0045592543519759,1.0,raw_ev,2-0,4-2,2-0,2-0,2-0,2-0,1.1510939660851234,0.0,0.1337926986675698,0.507625958395994,0.6965919388857715,0.0685898518717793,0.0685898518717793,0.5312503413630699,1.1510939660851234,True,14,0,1.0,False,,internal_results_elo,2026-06-30T05:11:48Z,0,True,0.0,2-0,1.1510939660851234,0.1337926986675698,0.507625958395994,0.6965919388857715,2-1,1.0552827674045502,0.093763286723916,0.4360917968658092,0.6965919388857714,1-0,1.047973335715435,0.1188017020669603,0.3463576874584462,0.6965919388857715,2-0,2-0,False,,2-0,2-0,False,
a518ac20df8f5c732b881e213ae0c230,2026-07-02T19:00:00Z,Spain,Austria,2-0,1.2093418386100316,1.2093418386100316,0.1137805243470402,0.1442899591000905,0.5297674265692922,0.3854774674692016,0.7280231866752498,0.2719768133247502,0.2719768133247502,0.9016820111997847,strong,low,big5_h2h_totals,odds,2.188647014192118,0.6207221937660161,2.8091987321326606,1.567754346162196,0.7280231866752498,0.1875528549707842,0.0844239583539659,0.7282622073723812,0.1841906731379959,0.0875471194896228,2.5,0.5247589930380209,0.5327678861658023,2-0,0.1442899591000905,1.2093418386100316,0.0,0.9927494886532608,0.0072505113467392,0.0038964266458846,1.0,raw_ev,2-0,2-0,2-0,2-0,2-0,2-0,1.2093418386100316,0.0,0.1442899591000905,0.5297674265692922,0.7280231866752498,0.0685898518717793,0.0685898518717793,0.5728521596849897,1.2093418386100316,True,14,0,1.0,False,,internal_results_elo,2026-06-30T05:11:48Z,0,True,0.0,2-0,1.2093418386100316,0.1442899591000905,0.5297674265692922,0.7280231866752498,1-0,1.0955613142629914,0.125305579031094,0.3591595180822015,0.7280231866752496,3-0,1.0900470757384777,0.1052665960541053,0.4082479899641394,0.7280231866752496,2-0,2-0,False,,2-0,2-0,False,
852b4baf0be4b9eef2a30596a8d39249,2026-07-02T23:00:00Z,Portugal,Croatia,2-0,0.9143242388104372,0.9143242388104372,0.0327328197899714,0.1065268116867219,0.4326839492702082,0.3261571375834862,0.5381920466452501,0.4618079533547499,0.4618079533547499,0.9621141484420984,medium,high,big5_h2h_totals,odds,1.6312743318170528,0.8936613121882936,2.5249238736209763,0.7376013147166471,0.5381920466452502,0.2655494341885118,0.196258519166238,0.5369905330378586,0.2696858348282644,0.1933236321338768,2.5,0.45357269705209,0.4625664685183456,1-1,0.126054581421486,0.5836279586097275,0.3306962802007096,0.9984704182274782,0.0015295817725218,0.0052909442124279,1.0,raw_ev,2-0,4-3,2-0,2-0,2-0,2-0,0.9143242388104372,0.0,0.1065268116867219,0.4326839492702082,0.5381920466452501,0.0685898518717793,0.0685898518717793,0.3748113824557683,0.9143242388104372,True,14,0,1.0,False,,internal_results_elo,2026-06-30T05:11:48Z,0,True,0.0,2-0,0.9143242388104372,0.1065268116867219,0.4326839492702082,0.5381920466452501,1-0,0.8815914190204657,0.1212682606871295,0.3229939626890426,0.5381920466452502,2-1,0.8799350799804551,0.0951988903151911,0.397889395724836,0.5381920466452502,2-0,2-0,False,,2-0,2-0,False,
c17fe2e46190d7ab6af01504ff240e82,2026-07-03T03:00:00Z,Switzerland,Algeria,2-0,0.8043455667804609,0.8043455667804609,0.0079113569512431,0.0924936297372773,0.3895183062888221,0.2970246765515448,0.4708459690301338,0.5291540309698661,0.5291540309698661,0.9351040618184026,fragile,high,big5_h2h_totals,odds,1.457564151396467,0.9834379051616424,2.4409979238190163,0.4741222850421637,0.470845969030134,0.2843847431524055,0.2447692878174604,0.4681678940844128,0.2917653925002846,0.2400667134153025,2.5,0.4417856740609528,0.4409659803306726,1-1,0.1347984316066963,0.6248747431179564,0.1794708236625044,0.9991399158858552,0.0008600841141447,0.0022520928850191,1.0,raw_ev,2-0,1-0,2-0,2-0,2-0,1-0,0.7964342098292178,0.0079113569512431,0.1169302775978164,0.3003856488047183,0.470845969030134,0.0574305612305122,0.0649215039997094,0.3075287735588289,0.8043455667804609,True,14,1,0.9285714285714286,False,1-0,internal_results_elo,2026-06-30T05:11:48Z,0,True,0.0,2-0,0.8043455667804609,0.0924936297372773,0.3895183062888221,0.4708459690301338,1-0,0.7964342098292178,0.1169302775978164,0.3003856488047183,0.470845969030134,2-1,0.7904440619192374,0.0909617414696245,0.3663109613693333,0.4708459690301338,2-0,2-0,False,,2-0,2-0,False,
fb270a3dac2b682c861bd674a5ff4a04,2026-07-03T18:00:00Z,Australia,Egypt,0-1,0.7294181164535555,0.7294181164535555,0.0367502303017037,0.1297932437351443,0.2874335390574303,0.1576402953222859,0.3910114813221239,0.6089885186778761,0.6089885186778761,1.0943570117454833,medium,high,big5_h2h_totals,odds,0.9524061516481452,1.1493610336118398,2.101766719343629,-0.1969545404089497,0.2901353138933172,0.3188532047845588,0.3910114813221239,0.2837694303173587,0.33015890975237,0.3860716599302712,1.5,0.6071137374561751,0.6315441951157693,1-1,0.1445162042316187,0.6926678861518517,0.0367502303017037,0.999744458999213,0.0002555410007869,0.0144196049040458,1.0,raw_ev,0-1,1-4,0-1,0-1,0-1,0-1,0.7294181164535555,0.0,0.1297932437351443,0.2874335390574303,0.3910114813221239,0.0439983435917706,0.0439983435917706,0.2857971802900984,0.7294181164535555,True,14,0,1.0,False,,internal_results_elo,2026-06-30T05:11:48Z,0,True,0.0,0-1,0.7294181164535555,0.1297932437351443,0.2874335390574303,0.3910114813221239,1-1,0.6926678861518517,0.1445162042316187,0.3140807500397296,0.3188532047845588,0-2,0.6860381752201059,0.0807415481605669,0.347828743314263,0.3910114813221239,0-1,0-1,False,,0-1,0-1,False,
