shadow_position_id,family,signal_cohort,market_slug,token_id,close_time,reason
shadow_position_358fbf9b649f9b64caaa1551,crypto_xrp_updown_daily,crypto_xrp_updown_event,xrp-up-or-down-on-july-2-2026,23711838747646459680217145220063050152324411345417075523690620234360292287187,2026-07-02T16:00:00Z,missing_pre_close_quote
shadow_position_3be6c5edf85d63639e1bd140,crypto_xrp_updown_daily,crypto_xrp_updown_event,xrp-up-or-down-on-july-2-2026,79317271173125372383911388169333296393085827383705789603562652871948645253374,2026-07-02T16:00:00Z,missing_pre_close_quote
shadow_position_7ca9226fe2392a35bc7ecd2a,crypto_xrp_updown_daily,exploratory_crypto_updown_live_model|crypto_xrp_updown_daily|outcome=up,xrp-up-or-down-on-july-2-2026,79317271173125372383911388169333296393085827383705789603562652871948645253374,2026-07-02T16:00:00Z,missing_pre_close_quote
shadow_position_c6a331fe9657498ddfd04a78,worldcup_2026_winner,near_miss_learning|worldcup,val-rrq1-100t1-2026-07-02,79578447977036871947610607095966963798599162711855390717414165188505123328604,2026-07-02T17:00:00Z,missing_pre_close_quote
shadow_position_28a500d4b9f3a3b49433d40e,unknown,near_miss_learning|unknown,fifwc-esp-aut-2026-07-02-esp,87195879292900083989013965233465465154610009955293265578539308193346452705988,2026-07-02T19:00:00Z,missing_pre_close_quote
shadow_position_da9222d53cd97ffc21b7629f,crypto_sol_updown_15m,exploratory_crypto_updown_live_model|crypto_sol_updown_15m|outcome=up,sol-updown-15m-1783040400,82863221626868840911670131219567265287902417688664810006053164033778087559789,2026-07-03T01:15:00Z,missing_pre_close_quote
shadow_position_4773302870b4f33e4aa2223c,esports_match,esports_match,lol-g2-tes-2026-07-04-game2,37716150691402938392617729334946544059243516117886184387884556484057177338375,2026-07-03T14:00:00Z,missing_pre_close_quote
shadow_position_6a181d5b39af90f22783cb7b,esports_match,esports_match,lol-g2-tes-2026-07-04-game1,15179233072955840052258083348902437806598214519526291233729732135663116773432,2026-07-03T14:00:00Z,missing_pre_close_quote
shadow_position_a9883032459cf68a9e5c6396,esports_match,esports_match,lol-g2-tes-2026-07-04-game3,40877341672716702435222914878793412150107296404651621157421926646614227757177,2026-07-03T14:00:00Z,missing_pre_close_quote
shadow_position_2a558f2ba7d48446dd4b97a2,crypto_btc_updown_daily,exploratory_crypto_updown_live_model|crypto_btc_updown_daily|outcome=up,bitcoin-up-or-down-on-july-3-2026,50771311805338368964020097639756248056470721923795027749194955348287834615038,2026-07-03T16:00:00Z,missing_pre_close_quote
shadow_position_48f37bbcceebdd42bc5f1019,unknown,unknown,elon-musk-of-tweets-june-26-july-3-180-199,84901166324177966669421211476851825063065823078129143915276546645031839692549,2026-07-03T16:00:00Z,missing_pre_close_quote
shadow_position_8bc0fcf2480d4ed65b942393,crypto_btc_updown_15m,exploratory_crypto_updown_live_model|crypto_btc_updown_15m|outcome=up,btc-updown-15m-1783144800,19730932935295891416634818734080630158048957832689359721451531885178509824119,2026-07-04T06:15:00Z,missing_pre_close_quote
shadow_position_bfa1d939b24b429ddef1d525,esports_match,near_miss_learning|esports_match,lol-ly-fur-2026-07-03-game4,16016730289221911065139420790203524941583739442171500009379744997671775172127,2026-07-04T09:00:00Z,missing_pre_close_quote
shadow_position_1224aa9fbd20410787479ff7,worldcup_2026_winner,near_miss_learning|worldcup,val-100t1-bbl1-2026-07-04-total-games-2pt5,84853658415200810288101099865856085102981207421863615897992917153317954746467,2026-07-04T17:00:00Z,missing_pre_close_quote
shadow_position_1ea37063b357f5ee5bec167d,worldcup_2026_winner,near_miss_learning|worldcup,val-rrq1-edg1-2026-07-04-map-handicap-home-1pt5,11054728886141638064306468461994919278870329161719543188258566217845794768540,2026-07-04T17:00:00Z,missing_pre_close_quote
shadow_position_71579f07dfdd1a56d5adf18f,worldcup_2026_winner,near_miss_learning|worldcup,val-rrq1-edg1-2026-07-04,100488798831783217716114782002425141486242660258480471496412910201880207917876,2026-07-04T17:00:00Z,missing_pre_close_quote
shadow_position_7f43584bb2835681dbeda108,worldcup_2026_winner,near_miss_learning|worldcup,val-100t1-bbl1-2026-07-04,106403494173745945712618013411865565949479738942503646166426185807843346311144,2026-07-04T17:00:00Z,missing_pre_close_quote
shadow_position_dfa3c7bf08bba11e21792287,crypto_sol_updown_event,exploratory_historical_rule|crypto_sol_updown_event|outcome=up,solana-up-or-down-july-4-2026-4pm-et,63920195570336987073394450805449871371720992420639371391738287051439656019960,2026-07-04T21:00:00Z,missing_pre_close_quote
shadow_position_22407d7c0cfd15bc44574a85,esports_match,esports_match,lol-tsw-tes-2026-07-04-game-handicap-home-2pt5,33530429943360373054595039678477922135580996783750777538392724478384723531268,2026-07-05T09:00:00Z,missing_pre_close_quote
shadow_position_6b92f0ff8577289101b23c5f,esports_match,esports_match,lol-tsw-tes-2026-07-04-game2-kill-over-30pt5,102190624741220763966129194312524801551528939292955751357610490906297973503528,2026-07-05T09:00:00Z,missing_pre_close_quote
shadow_position_fd82fdf8dc9f6f94063cae1c,esports_match,near_miss_learning|esports_match,lol-hle1-g2-2026-07-05-game3,4878248390193678993620450204708741866484174794731493033856855433346065619203,2026-07-05T13:00:00Z,missing_pre_close_quote
shadow_position_76cf5fb435f771fa9938e2ca,esports_match,esports_match,lol-hle1-g2-2026-07-05-game5-kill-over-30pt5,68251495945275543885062168102758306348961780723394750616218772714765320813409,2026-07-05T14:00:00Z,missing_pre_close_quote
shadow_position_0ff87e9f1ff13884aa74624b,tennis_match,tennis_match,wta-alexand-jovic-2026-07-03,8034291054833407441050552604585648759190219156987232079377261105843916626085,2026-07-10T10:00:00Z,missing_pre_close_quote
shadow_position_2e790c8d7b01ff882421dc8f,tennis_tennis_set,tennis_tennis_set,atp-rinderk-djokovi-2026-07-03-first-set-total-10pt5,43063280154365741001045482383057689001871836674672707910479812929585813229491,2026-07-10T10:00:00Z,missing_pre_close_quote
shadow_position_93ff01d170cbb35e0a596a75,tennis_tennis_total,tennis_tennis_total,wta-bencic-kalinsk-2026-07-03-match-total-22pt5,78529977179597273477923544823521219720181139771035053574474865667589855751902,2026-07-10T10:00:00Z,missing_pre_close_quote
shadow_position_d127e815dbc7d9c6874f88e0,tennis_match,near_miss_learning|tennis_match,atp-lehecka-munar-2026-07-04,62084735331273717448771183986515479149280784400903153357300304679343623869619,2026-07-11T10:00:00Z,missing_pre_close_quote
shadow_position_f77fdc29ba03a6dd9085de05,tennis_tennis_set,tennis_tennis_set,atp-lehecka-munar-2026-07-04-set-handicap-home-2pt5,27675183072332599497590722072135858871436087220161483851212193078428233447369,2026-07-11T10:00:00Z,missing_pre_close_quote
shadow_position_bb26769d501a4c0d53776676,tennis_tennis_winner,tennis_tennis_winner,atp-lehecka-munar-2026-07-04-first-set-winner-Lehecka-vs-Munar,103929245172146075056322841699535584807727838032313970046547993425281687034861,2026-07-11T10:00:00Z,missing_pre_close_quote
shadow_position_b628b70775660b44fc5fc327,crypto_eth_special,near_miss_learning|crypto,ethereum-above-1800-on-july-11-2026,80821783205353867232708443400625071236993989645929795573374709566591862217753,2026-07-11T16:00:00Z,missing_pre_close_quote
shadow_position_2127abb1fdea43ce5115f8e5,crypto_eth_updown_daily,exploratory_crypto_updown_live_model|crypto_eth_updown_daily|outcome=up,ethereum-up-or-down-on-july-11-2026,80175748805860480927479961230167126958504343753637342951718900719208211997064,2026-07-11T16:00:00Z,missing_pre_close_quote
shadow_position_6e17180364684ed7659cfe59,worldcup_2026_winner,worldcup,val-100t1-ns1-2026-07-11-total-games-2pt5,18237340609439602555259079306566918036164241218734979256371277407958876329524,2026-07-11T17:00:00Z,missing_pre_close_quote
shadow_position_5d769c55b2e8718ae66a34a1,worldcup_2026_winner,worldcup,val-bbl1-nrg-2026-07-11-game3-round-total-21pt5,97691106274962537327436888095367701929558923858062496006649961287568421332519,2026-07-11T19:45:00Z,missing_pre_close_quote
shadow_position_ef6ad4788c7b2069f1ce0cb7,worldcup_2026_winner,worldcup,val-bbl1-nrg-2026-07-11-total-games-2pt5,70602871540178377200470545934807626742304624572845938133134806462802950431069,2026-07-11T19:45:00Z,missing_pre_close_quote
shadow_position_a9608abea013adf0202e3f29,tennis_tennis_winner,near_miss_learning|tennis_tennis_winner,will-jannik-sinner-be-the-2026-mens-wimbledon-winner,22977220121936888671053556775814656829923108179761155125259075462814514034328,2026-07-12T00:00:00Z,missing_pre_close_quote
shadow_position_d46845a7ee275e0e1a12a15d,tennis_tennis_winner,tennis_tennis_winner,will-aryna-sabalenka-be-the-2026-womens-wimbledon-winner,14532148020727350959986694454265689616763845571437647246737392314294227055883,2026-07-12T00:00:00Z,missing_pre_close_quote
shadow_position_574dc13a43d33b4d87325899,unknown,near_miss_learning|unknown,val-sad-srb-2026-07-11-game3-round-total-21pt5,14398367888676648421806539572052326353401892515809739796278498450454933130776,2026-07-12T02:00:00Z,missing_pre_close_quote
shadow_position_1cd8987311d8ce5c3a40169c,tennis_tennis_set,near_miss_learning|tennis_tennis_set,atp-hurkacz-struff-2026-07-05-first-set-total-10pt5,42577400862355157062965571014328302937203697627294184185968488702204359196518,2026-07-12T10:00:00Z,missing_pre_close_quote
shadow_position_5619c6a28d61850fc649eee4,tennis_tennis_set,near_miss_learning|tennis_tennis_set,atp-hurkacz-struff-2026-07-05-set-handicap-home-1pt5,93426377966732776309650134231745522642454956503694706041745928396122776917853,2026-07-12T10:00:00Z,missing_pre_close_quote
shadow_position_6b9e5efaf4aac3b27b1387a4,tennis_tennis_set,tennis_tennis_set,atp-safiull-djokovi-2026-07-05-set-handicap-away-1pt5,92757384589271631160701887670251642776278193144768776799915915148173921795151,2026-07-12T10:00:00Z,missing_pre_close_quote
shadow_position_eef86df88247e77f31ecff5d,tennis_tennis_set,tennis_tennis_set,atp-hurkacz-struff-2026-07-05-set-totals-3pt5,96737008388180078037148385221588798134423734714651771975246747205611283956236,2026-07-12T10:00:00Z,missing_pre_close_quote
shadow_position_0c79afeb93c09fee6f3880f3,tennis_tennis_total,near_miss_learning|tennis_tennis_total,atp-hurkacz-struff-2026-07-05-match-total-40pt5,11362099522845764703440172078354303659761510180485227057416996712373494001364,2026-07-12T10:00:00Z,missing_pre_close_quote
shadow_position_5ee2eabf50354b75410b1a8d,tennis_tennis_winner,tennis_tennis_winner,atp-safiull-djokovi-2026-07-05-first-set-winner-Safiullin-vs-Djokovic,102573250417806295700770169303052729360781301814290453235076494614411960055758,2026-07-12T10:00:00Z,missing_pre_close_quote
shadow_position_10964165e07475f1b78a1519,unknown,unknown,val-nova-fpx-2026-07-12-game1-round-total-21pt5,20136746619063568973738277652028149981498043474795089012547311685090466604748,2026-07-12T14:00:00Z,missing_pre_close_quote
shadow_position_58600913ea88425396296c7d,unknown,unknown,val-nova-fpx-2026-07-12-total-games-2pt5,75671870297160145762494948756221055784251308418589518487469641260554357178644,2026-07-12T14:00:00Z,missing_pre_close_quote
shadow_position_bd742f2f5e5cd62a5cd3691c,unknown,unknown,val-nova-fpx-2026-07-12-total-games-2pt5,83353740063301337242734729745885378493188100076217980058743685730607530577772,2026-07-12T14:00:00Z,missing_pre_close_quote
shadow_position_040bda3b342629c25cd95e28,crypto_btc_special,crypto,will-the-price-of-bitcoin-be-between-64000-66000-on-july-12-2026,108814265557335048195152581750913757543935325549626627558610456826613096418940,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_1b285ec51171139a6f516769,crypto_btc_special,crypto,bitcoin-above-64k-on-july-12-2026,86942942731248835776259193090741420335130406064059668589473719630507327367051,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_289a8067b309dab0718dfac3,crypto_btc_special,crypto,bitcoin-above-64k-on-july-12-2026,86942942731248835776259193090741420335130406064059668589473719630507327367051,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_4179a934f2ff5f8b2a445e96,crypto_btc_special,crypto,will-the-price-of-bitcoin-be-between-62000-64000-on-july-12-2026,64153709723552911606489345017025095504754803331793905231147772925792537283580,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_4946a2f7f572490f8337f263,crypto_btc_special,crypto,will-the-price-of-bitcoin-be-between-64000-66000-on-july-12-2026,75535028271238048717865371296248554317946914069243118831215160882128523849875,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_5a49314ee89afb4af11f378b,crypto_btc_special,crypto,will-the-price-of-bitcoin-be-between-64000-66000-on-july-12-2026,75535028271238048717865371296248554317946914069243118831215160882128523849875,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_898313ab5da222ecabb43926,crypto_btc_special,crypto,bitcoin-above-64k-on-july-12-2026,55528382984414578308889318228828883074034060780071686209945402023097780571705,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_e14a5d4a4a01950d00483c36,crypto_btc_special,crypto,will-the-price-of-bitcoin-be-between-64000-66000-on-july-12-2026,108814265557335048195152581750913757543935325549626627558610456826613096418940,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_e8b23580375384efaa10aea6,crypto_btc_special,near_miss_learning|crypto,bitcoin-above-64k-on-july-12-2026,55528382984414578308889318228828883074034060780071686209945402023097780571705,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_f99366d1efa9c8b95fd2c131,crypto_btc_special,crypto,will-the-price-of-bitcoin-be-between-62000-64000-on-july-12-2026,70309830531163204677182090973720805007230053781477999768677408281939728399196,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_fc732a6a6f3b623d4b9ba126,crypto_btc_special,near_miss_learning|crypto,will-the-price-of-bitcoin-be-between-62000-64000-on-july-12-2026,64153709723552911606489345017025095504754803331793905231147772925792537283580,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_fdca1f25b4eb64fdcf4c9c06,crypto_btc_special,crypto,bitcoin-above-64k-on-july-12-2026,86942942731248835776259193090741420335130406064059668589473719630507327367051,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_234813f8dd9d7bf34ccff686,crypto_eth_special,crypto,ethereum-above-1800-on-july-12-2026,59890312346962300075151779792396376789109854434895184276252143392373091389785,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_c79260bff98f9d03aad77567,crypto_eth_special,crypto,will-the-price-of-ethereum-be-between-1700-1800-on-july-12-2026,50977698590300032741535835435558027865585908844661185430427062221844113796746,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_df33341b9ef5223e303b6157,crypto_eth_special,crypto,ethereum-above-1800-on-july-12-2026,108027398472302443150464487655820976321462066799725937973190977980554992424177,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_56d6ebd7b9954918d97200db,crypto_xrp_special,crypto,xrp-above-1pt1-on-july-12-2026,20586590567682337243649314468465218863766723074710903915323806603797627003369,2026-07-12T16:00:00Z,missing_pre_close_quote
shadow_position_7c96f49a1cf297f6c5c0d9ed,unknown,unknown,val-tyloo-te-2026-07-12-game3-round-total-21pt5,2251737422960156638808378057820262985130730414592695412432055295258184711036,2026-07-12T17:00:00Z,missing_pre_close_quote
shadow_position_f2583de725c95ce9038ecec0,unknown,unknown,val-tyloo-te-2026-07-12-total-games-2pt5,21826507280449134214629923518994881403855164454312297439671322865525102121141,2026-07-12T17:00:00Z,missing_pre_close_quote
shadow_position_6e8503d73090d67804185972,worldcup_2026_winner,worldcup,will-brazil-reach-the-semifinals-at-the-2026-fifa-world-cup-20260602145149717,67055561509316093471395796595350646294389919019450083805134054234605733966507,2026-07-13T00:00:00Z,missing_pre_close_quote
shadow_position_c58cbc205eefa1e1700d259c,worldcup_2026_winner,worldcup,will-argentina-reach-the-semifinals-at-the-2026-fifa-world-cup-20260602145149745,15579232773398251307282915471792114310844694494654532312907387009654692860923,2026-07-13T00:00:00Z,missing_pre_close_quote
shadow_position_54dd64503882fc405cb29181,baseball_mlb_match,near_miss_learning|baseball_mlb_match,will-jordan-walker-advance-to-the-semifinals-of-the-2026-mlb-home-run-derby-20260709211856743,106572797405540473377240335596599132759125961324255838950491653791357331997305,2026-07-13T23:59:00Z,missing_pre_close_quote
shadow_position_66dfca4aeff978653006da59,baseball_mlb_match,near_miss_learning|baseball_mlb_match,will-jordan-walker-advance-to-the-semifinals-of-the-2026-mlb-home-run-derby-20260709211856743,52261365243516817473495855032579220012931048638423754381932900155844077398242,2026-07-13T23:59:00Z,missing_pre_close_quote
shadow_position_a2266953e6b26b145ac39b8e,baseball_mlb_match,near_miss_learning|baseball_mlb_match,will-jac-caglianone-advance-to-the-semifinals-of-the-2026-mlb-home-run-derby-20260709211856742,17761142320939730650177912236237637988988609904546776372920350104247854085727,2026-07-13T23:59:00Z,missing_pre_close_quote
shadow_position_faa5e3e3bb6d9f364018c4fa,baseball_mlb_match,near_miss_learning|baseball_mlb_match,will-ben-rice-advance-to-the-semifinals-of-the-2026-mlb-home-run-derby-20260709211856740,115533238225868603108274286752495680653635818041116254050671667599763901594715,2026-07-13T23:59:00Z,missing_pre_close_quote
shadow_position_17403b1970d1d4ff80975098,geopolitics,near_miss_learning|geopolitics,will-kyle-schwarber-win-the-2026-mlb-home-run-derby,33145602481672952893736840073987236393121044236137891107431869929760837470830,2026-07-13T23:59:00Z,missing_pre_close_quote
shadow_position_2b7f0afbdf87387205b6eb02,baseball_mlb_match,baseball_mlb_match,mlb-al-nl-2026-07-14-total-7pt5,56364511605477579236001090232222955613662932873061549008311567670815856050769,2026-07-15T00:00:00Z,missing_pre_close_quote
shadow_position_e69ba7f493f38bfd59ee3df9,baseball_mlb_match,baseball_mlb_match,mlb-al-nl-2026-07-14-total-8pt5,76687687901848733791230602614619773894396137158710677490208966731067789329851,2026-07-15T00:00:00Z,missing_pre_close_quote
shadow_position_4acae404b6c4b94bacb4e1ca,crypto_btc_special,crypto,bitcoin-above-62k-on-july-16-2026,20497841437793312581791312697077475910366090223612451471416274644489891395134,2026-07-16T16:00:00Z,missing_pre_close_quote
shadow_position_9ff001338b57c0190f9b4e13,crypto_btc_special,crypto,bitcoin-above-64k-on-july-16-2026,74751467310548001523578174536683436613056298730683710137283385031618966718497,2026-07-16T16:00:00Z,missing_pre_close_quote
shadow_position_185f21a800d52a37a62da13f,tennis_tennis_total,near_miss_learning|tennis_tennis_total,atp-topo-tiffon-2026-07-11-match-total-21pt5,88279034793760112412772093518175476394432912033192713256231126642998095511734,2026-07-18T15:00:00Z,missing_pre_close_quote
shadow_position_1a70c023e2064b8f675b5725,tennis_tennis_total,near_miss_learning|tennis_tennis_total,wta-muchova-noskova-2026-07-11-match-total-22pt5,54462958320146765320333158970838539480571943567890652070524574742745033282030,2026-07-18T15:00:00Z,missing_pre_close_quote
shadow_position_2b2adb9186204c6e055cab16,tennis_match,tennis_match,atp-galarne-fearnle-2026-07-11,113001005530964189090445865771127695969099001461290034724228071177902240127999,2026-07-18T19:30:00Z,missing_pre_close_quote
shadow_position_94e34323c8e7ede2f2ff81a1,tennis_match,tennis_match,wta-doubles-guomlad-dabrste-2026-07-12,105059615050887580469115643550998531887443039310043449526369853046029233334637,2026-07-19T12:00:00Z,missing_pre_close_quote
shadow_position_931c936bc16f17198848fbc1,tennis_match,near_miss_learning|tennis_match,wta-hibino-tona-2026-07-12,73887398079416380747313622004155070109050563537939365204108722868711967783701,2026-07-19T14:00:00Z,missing_pre_close_quote
shadow_position_97a5dd16d4fa1c2a5c176663,macro_rates,near_miss_learning|macro_rates,atp-guerrie-gomez-2026-07-12,1268933714530289296093521631233912365266919062823702191025124856819608974605,2026-07-19T15:00:00Z,missing_pre_close_quote
shadow_position_8a4fecdc495a4728cfbef19e,tennis_match,tennis_match,atp-neumaye-topo-2026-07-12,81880210882962730475557265090050535080601864490746973933755357698054446881103,2026-07-19T15:00:00Z,missing_pre_close_quote
shadow_position_2f05d453fd6f3ad7c0259d1d,tennis_tennis_total,tennis_tennis_total,atp-sinner-zverev-2026-07-12-match-total-38pt5,84118065535858990031381111708588755940152724972777441866352454255165797283003,2026-07-19T15:00:00Z,missing_pre_close_quote
shadow_position_77c5638211fdbd6e9ebc6746,worldcup_2026_winner,near_miss_learning|soccer_match,will-the-final-be-esp-vs-eng-at-the-2026-fifa-world-cup-20260708195422338,68572597199146111521345758915289443747958372073094348952231708037637511101046,2026-07-19T23:59:00Z,missing_pre_close_quote
shadow_position_861c69c8b5f1bd69c7b4299b,worldcup_2026_winner,near_miss_learning|soccer_match,will-the-final-be-esp-vs-eng-at-the-2026-fifa-world-cup-20260708195422338,68572597199146111521345758915289443747958372073094348952231708037637511101046,2026-07-19T23:59:00Z,missing_pre_close_quote
shadow_position_8b359bf7d0923c1c52db2fbe,worldcup_2026_winner,near_miss_learning|soccer_match,will-the-final-be-fra-vs-arg-at-the-2026-fifa-world-cup-20260708195422331,70018376071625827086146319947012007871751334826222300669286047718229167227560,2026-07-19T23:59:00Z,missing_pre_close_quote
shadow_position_af5586da4fd6aea04c6f9f1c,worldcup_2026_winner,soccer_match,will-the-final-be-fra-vs-eng-at-the-2026-fifa-world-cup-20260708195422330,89702311446208436197257850803686761766898352340502332001046506866414360572727,2026-07-19T23:59:00Z,missing_pre_close_quote
shadow_position_fa9edb7a9054187befd8096f,worldcup_2026_winner,near_miss_learning|soccer_match,will-the-final-be-fra-vs-arg-at-the-2026-fifa-world-cup-20260708195422331,70018376071625827086146319947012007871751334826222300669286047718229167227560,2026-07-19T23:59:00Z,missing_pre_close_quote
shadow_position_4aa0885fa499808f33f70754,macro_rates,structural|longshot_no|macro_rates,will-colombia-reach-the-2026-fifa-world-cup-final,43628795712486515833828470752867039200350376777314237956256694829779429130222,2026-07-20T00:00:00Z,missing_pre_close_quote
shadow_position_41a5f230d6321fc065ea205e,worldcup_2026_winner,worldcup,will-argentina-reach-the-2026-fifa-world-cup-final,29655164621652735807988359935603921446734809810207924831871042520148753286761,2026-07-20T00:00:00Z,missing_pre_close_quote
