shadow_position_id,signal_cohort,category,market_id,token_id,market_slug,question,status,opened_at,close_time,entry_price,line_price,line_bid,line_timestamp,line_kind,clv,clv_pct,clv_vs_bid,beat_close,quote_count
shadow_position_2a558f2ba7d48446dd4b97a2,exploratory_crypto_updown_live_model|crypto_btc_updown_daily|outcome=up,crypto_btc_updown_event,0x51e49d5a0ac3ac970a3649b0302ff6fb09ee6bc07378fb351ee51c2e1a6cbfa1,50771311805338368964020097639756248056470721923795027749194955348287834615038,bitcoin-up-or-down-on-july-3-2026,Bitcoin Up or Down on July 3?,closed,2026-07-02T18:41:10Z,2026-07-03T16:00:00Z,0.49,0.9795,,2026-07-03T15:50:05Z,closing,0.4895,0.99898,,True,0
shadow_position_da9222d53cd97ffc21b7629f,exploratory_crypto_updown_live_model|crypto_sol_updown_15m|outcome=up,crypto_sol_updown_15m,0x413e4bc56aa1d996e285c02bbfcf3ae83a7a5019d4578ae9bb8d40d676d56f16,82863221626868840911670131219567265287902417688664810006053164033778087559789,sol-updown-15m-1783040400,"Solana Up or Down - July 2, 9:00PM-9:15PM ET",closed,2026-07-03T01:01:03Z,2026-07-03T01:15:00Z,0.508157,0.99,,2026-07-03T01:10:17Z,closing,0.481843,0.948217,,True,0
shadow_position_2dcac44c988e7acc1227fda4,structural|longshot_no|ai_model_leader,ai_model_leader,0x8a8e093b25d7909ae01e944e746a1dee88801224fcff001c1c890ca43e2a66e1,73236020982042322107719049752749478285487797346322886261660588599081906662415,will-google-have-the-best-ai-model-at-the-end-of-july-2026,Will Google have the best AI model at the end of July 2026?,closed,2026-07-04T09:12:29Z,2026-07-31T00:00:00Z,0.9639,0.999,0.999,2026-07-30T23:58:39Z,closing,0.0351,0.036415,0.0351,True,677
shadow_position_5b3c5df14329ac0cdeb8a633,structural|longshot_no|crypto_sol_special,crypto_sol_special,0x994c8a855b218caba82f822d6cfbb8f9d8a667bfb5e9702ff3e5323ae8cae73a,43975378191074358671281520872697918948044394157610457450863109826755838430110,will-solana-reach-130-in-july-2026,Will Solana reach $130 in July?,closed,2026-07-04T09:12:29Z,2026-08-01T04:00:00Z,0.999999,0.999,0.999,2026-08-01T03:58:35Z,closing,-0.000999,-0.000999,-0.000999,False,19
shadow_position_3c4c127eb841712a913f8a2d,structural|longshot_no|crypto_eth_special,crypto_eth_special,0xae9371b82303032df14dd6d1b2edf57add61a073cd8fa2d4340e1a35e18ed9b5,100884095534364268769321993699449844260443547762651923948519421267861169635220,will-ethereum-reach-2400-in-july-2026,"Will Ethereum reach $2,400 in July?",closed,2026-07-04T09:12:29Z,2026-08-01T04:00:00Z,0.999999,0.9995,,2026-08-01T03:50:10Z,closing,-0.000499,-0.000499,,False,0
shadow_position_10ad6d33d8745dda3077e4cf,structural|longshot_no|crypto_sol_special,crypto_sol_special,0x2b0f46d47fb88d56eb9d9a8ef72c44d8069c29544200ed1dae379146e28cade4,93496916247677946874951464536517511991715588414847755700545460892672050036498,will-solana-reach-120-in-july-2026,Will Solana reach $120 in July?,closed,2026-07-04T09:12:29Z,2026-08-01T04:00:00Z,0.999999,0.9995,0.999,2026-08-01T03:52:41Z,closing,-0.000499,-0.000499,-0.000999,False,3
shadow_position_fd10a1953e5fe24b9532a4fc,structural|longshot_no|crypto_eth_special,crypto_eth_special,0x916d89e4ba22568763dd153531efd685a1d465ad157339e0ffc81dbb6885ca61,15710525480448889254766605820312761373882786549757118431634104562205370863433,will-ethereum-reach-2300-in-july-2026,"Will Ethereum reach $2,300 in July?",closed,2026-07-04T09:12:29Z,2026-08-01T04:00:00Z,0.999999,0.9995,,2026-08-01T03:50:10Z,closing,-0.000499,-0.000499,,False,0
shadow_position_af446f3563e292d51af69bc6,structural|longshot_no|crypto_btc_special,crypto_btc_special,0x5523e3b9895124788b2bed38f4b6be72c3f41cd2d2ee4354d93b26a3f533eaf6,11122870307832213829937141164621963143556849554535072384599725110500454191759,will-bitcoin-reach-75k-in-july-2026,"Will Bitcoin reach $75,000 in July?",closed,2026-07-04T09:12:29Z,2026-08-01T04:00:00Z,0.98175,0.9995,,2026-08-01T03:50:09Z,closing,0.01775,0.01808,,True,0
shadow_position_1224aa9fbd20410787479ff7,near_miss_learning|worldcup,worldcup,0xb2c887f6b401e088ee283f790d4ea21aefa9bd36fa4833ecc0cce6c96a5d4bf0,84853658415200810288101099865856085102981207421863615897992917153317954746467,val-100t1-bbl1-2026-07-04-total-games-2pt5,Games Total: O/U 2.5,closed,2026-07-04T12:40:45Z,2026-07-04T17:00:00Z,0.48,0.9995,,2026-07-04T16:00:10Z,closing,0.5195,1.082292,,True,0
shadow_position_7f43584bb2835681dbeda108,near_miss_learning|worldcup,worldcup,0x1734282453f21278357257ca9819caff07a69cf72e6b1b0b5a4570f650211af4,106403494173745945712618013411865565949479738942503646166426185807843346311144,val-100t1-bbl1-2026-07-04,Valorant: 100 Thieves vs BBL Esports (BO3) - Esports World Cup Group A,closed,2026-07-04T12:41:49Z,2026-07-04T17:00:00Z,0.39,0.0005,,2026-07-04T16:00:06Z,closing,-0.3895,-0.998718,,False,0
shadow_position_1ea37063b357f5ee5bec167d,near_miss_learning|worldcup,worldcup,0xe0c934c120bb180eb388c5798279923205e021478c4fc3b78bebdcefb9d20227,11054728886141638064306468461994919278870329161719543188258566217845794768540,val-rrq1-edg1-2026-07-04-map-handicap-home-1pt5,Map Handicap: EDG (-1.5) vs Rex Regum Qeon (+1.5),closed,2026-07-04T12:57:02Z,2026-07-04T17:00:00Z,0.26,0.9995,,2026-07-04T14:40:04Z,closing,0.7395,2.844231,,True,0
shadow_position_71579f07dfdd1a56d5adf18f,near_miss_learning|worldcup,worldcup,0x696875ecd42b85107cd73854b41337fc9258428a53af3834f9c1434385669b5a,100488798831783217716114782002425141486242660258480471496412910201880207917876,val-rrq1-edg1-2026-07-04,Valorant: Rex Regum Qeon vs EDward Gaming (BO3) - Esports World Cup Group A,closed,2026-07-04T12:58:20Z,2026-07-04T17:00:00Z,0.47250000000000003,0.9995,,2026-07-04T14:40:05Z,closing,0.527,1.115344,,True,0
shadow_position_76783b39dcf60681b30551df,structural|longshot_no|ai_model_leader,ai_model_leader,0x7ae8cd69a861a7442b7e46d2d7e29b66c826ae36fb52e4e30fc49c2adccb73cf,93951476500003632791935289062898848593712753782086418087200571438021145488845,will-google-have-the-best-math-ai-model-at-the-end-of-july-2026,Will Google have the best Math AI model at the end of July 2026?,closed,2026-07-04T23:58:32Z,2026-07-31T00:00:00Z,0.89,0.9955,,2026-07-30T23:50:24Z,closing,0.1055,0.118539,,True,0
shadow_position_6b92f0ff8577289101b23c5f,esports_match,esports_match,0x90e2a9f38137b2001782759b07792de061e18cf0567b093b663ee4540c3d940c,102190624741220763966129194312524801551528939292955751357610490906297973503528,lol-tsw-tes-2026-07-04-game2-kill-over-30pt5,Total Kills Over/Under 30.5 in Game 2?,closed,2026-07-05T00:43:09Z,2026-07-05T09:00:00Z,0.49,0.9995,,2026-07-05T06:50:03Z,closing,0.5095,1.039796,,True,0
shadow_position_22407d7c0cfd15bc44574a85,esports_match,esports_match,0x54c4201f9eca35bdfea7b9d5075fa630c9a450851605e08a57a1745ca6e9a12c,33530429943360373054595039678477922135580996783750777538392724478384723531268,lol-tsw-tes-2026-07-04-game-handicap-home-2pt5,Game Handicap: TES (-2.5) vs Team Secret Whales (+2.5),closed,2026-07-05T00:43:09Z,2026-07-05T09:00:00Z,0.41,0.9995,,2026-07-05T08:50:05Z,closing,0.5895,1.437805,,True,0
shadow_position_76cf5fb435f771fa9938e2ca,esports_match,esports_match,0x8af002b1a58522d5df479817df8d85617afc4de169adbd3a24aa8bebef278fb0,68251495945275543885062168102758306348961780723394750616218772714765320813409,lol-hle1-g2-2026-07-05-game5-kill-over-30pt5,Total Kills Over/Under 30.5 in Game 5?,closed,2026-07-05T00:43:09Z,2026-07-05T14:00:00Z,0.5,0.5,,2026-07-05T12:20:07Z,closing,0.0,0.0,,False,0
shadow_position_c58cbc205eefa1e1700d259c,worldcup,worldcup,0x3910cb53f972d00c049ad674c1b183b375bd56786eb4c085ea217f84defdd1ca,15579232773398251307282915471792114310844694494654532312907387009654692860923,will-argentina-reach-the-semifinals-at-the-2026-fifa-world-cup-20260602145149745,Will Argentina reach the Semifinals at the 2026 FIFA World Cup?,closed,2026-07-07T09:21:06Z,2026-07-13T00:00:00Z,0.37,0.0005,,2026-07-12T05:50:03Z,closing,-0.3695,-0.998649,,False,0
shadow_position_a9608abea013adf0202e3f29,near_miss_learning|tennis_tennis_winner,tennis_tennis_winner,0x16b3e96fc29f37ff8a5309e82e1ebd11b6658b171dd788104d9a88c12cceebb6,22977220121936888671053556775814656829923108179761155125259075462814514034328,will-jannik-sinner-be-the-2026-mens-wimbledon-winner,Will Jannik Sinner be the 2026 Men’s Wimbledon winner?,closed,2026-07-07T13:14:27Z,2026-07-12T00:00:00Z,0.42,0.185,,2026-07-11T23:50:05Z,closing,-0.235,-0.559524,,False,0
shadow_position_896cde175bf84fdc6cdfd976,worldcup,worldcup,0xfa021d817ad33e0fa28e04051b4fea25b0a090e94bb1b2a38b377bce9778eb8e,49886028487112281574279422474095181525913123582177075375309734310587117931078,will-kylian-mbappe-be-the-top-goalscorer-at-the-2026-fifa-world-cup,Will Kylian Mbappe be the top goalscorer at the 2026 FIFA World Cup?,closed,2026-07-08T19:36:18Z,2026-07-20T00:00:00Z,0.47,0.0005,,2026-07-19T23:50:06Z,closing,-0.4695,-0.998936,,False,0
shadow_position_4239362478db146668b73ea5,worldcup,worldcup,0xd2a8caba5559bc21e14f6b2aa504cb14a1782751658b71409e25b82e432c0a97,19214394437683566921750936876376421489271269944393354497977881791256347396217,will-lionel-messi-be-the-top-goalscorer-at-the-2026-fifa-world-cup,Will Lionel Messi be the top goalscorer at the 2026 FIFA World Cup?,closed,2026-07-10T10:01:14Z,2026-07-20T00:00:00Z,0.37,0.0005,,2026-07-19T23:50:05Z,closing,-0.3695,-0.998649,,False,0
shadow_position_3f9e6dbff427f3d90214a707,worldcup,worldcup,0x7d3e5102bd59f05398b0737a4680758ec730885e6a0384725d327b38bd94eb22,68099147950522191308134976209533771147823729818517018192391581768804443699549,will-lionel-messi-win-the-golden-ball-at-the-2026-fifa-world-cup-20260603194032283,Will Lionel Messi win the Golden Ball at the 2026 FIFA World Cup?,closed,2026-07-10T10:02:41Z,2026-07-20T03:59:00Z,0.33,0.0005,,2026-07-20T00:30:05Z,closing,-0.3295,-0.998485,,False,0
shadow_position_d51ed10515d8a7d888ce8316,unknown,unknown,0xb838caec0354e09985f2c228c54ba190cb284f390beda5ffd58d163ba00648ec,25763685223319524083191986935913634904809447145745901125985995347509432734794,us-x-iran-diplomatic-meeting-by-july-31-2026-20260622191708361,"US x Iran diplomatic meeting by July 31, 2026?",closed,2026-07-10T10:04:12Z,2026-07-31T23:59:00Z,0.44,0.9985,,2026-07-31T23:50:15Z,closing,0.5585,1.269318,,True,0
shadow_position_f84e2dd5f0785ef4d44d4b28,unknown,unknown,0xe7f69ea9dc50a1b2a2a2ef4da94a905463e46292d17650e520dd9a7204b0adb5,53309418792814126813253565209817598774351044039766281405658463259168910392637,will-the-ornn-b200-index-be-between-4pt00-and-5pt00-on-july-31-2026-20260626214212585,"Will the Ornn B200 Index be between $4.00 and $5.00 on July 31, 2026?",closed,2026-07-10T10:04:12Z,2026-07-31T23:59:00Z,0.37,0.0005,,2026-07-31T23:50:11Z,closing,-0.3695,-0.998649,,False,0
shadow_position_625284e65a29866ee770b8f6,crypto,crypto,0x66fbbbdd85018017c1b6de182e27afbefbceb10baea9c5e13a458ea35d853ace,67618687138618616009474379841981387029656591298511163184190255433704137454173,will-ethereum-reach-2000-in-july-2026,"Will Ethereum reach $2,000 in July?",closed,2026-07-11T10:00:53Z,2026-08-01T04:00:00Z,0.35,0.009,,2026-08-01T03:50:11Z,closing,-0.341,-0.974286,,False,0
shadow_position_020733f29540fcce7ebf5236,crypto,crypto,0x212774adeeb8e4b1e2ccebceaffe3ff65e177876182ad2d734ba9b1a3d9830d6,107428272129048587583997315670529606325369032000682138145211150063313167372818,will-xrp-dip-to-1-in-july-2026,Will XRP dip to $1.00 in July?,closed,2026-07-11T10:00:53Z,2026-08-01T04:00:00Z,0.38,0.0385,,2026-08-01T03:50:11Z,closing,-0.3415,-0.898684,,False,0
shadow_position_6e17180364684ed7659cfe59,worldcup,worldcup,0x3114b8c9d68c8c7b55c06aa5b68e4d9217a22a58f21e31a28a83b9df189920da,18237340609439602555259079306566918036164241218734979256371277407958876329524,val-100t1-ns1-2026-07-11-total-games-2pt5,Games Total: O/U 2.5,closed,2026-07-11T10:21:15Z,2026-07-11T17:00:00Z,0.49,0.0005,,2026-07-11T16:00:06Z,closing,-0.4895,-0.99898,,False,0
shadow_position_5d769c55b2e8718ae66a34a1,worldcup,worldcup,0xac8c3dda84a7f4d9618ebc07c92fddf6c3ab83e74b941ffe6b72fd15d67e6dc3,97691106274962537327436888095367701929558923858062496006649961287568421332519,val-bbl1-nrg-2026-07-11-game3-round-total-21pt5,Map 3 Total Rounds: Over/Under 21.5,closed,2026-07-11T10:21:15Z,2026-07-11T19:45:00Z,0.5,0.0045,,2026-07-11T19:30:04Z,closing,-0.4955,-0.991,,False,0
shadow_position_ef6ad4788c7b2069f1ce0cb7,worldcup,worldcup,0x8a1d36268afdd763921ea086a8e88aebeaed174eae7ed1727ad2547cc5447b08,70602871540178377200470545934807626742304624572845938133134806462802950431069,val-bbl1-nrg-2026-07-11-total-games-2pt5,Games Total: O/U 2.5,closed,2026-07-11T10:21:15Z,2026-07-11T19:45:00Z,0.5,0.9995,,2026-07-11T19:30:05Z,closing,0.4995,0.999,,True,0
shadow_position_2127abb1fdea43ce5115f8e5,exploratory_crypto_updown_live_model|crypto_eth_updown_daily|outcome=up,crypto,0xfd2fcc661512698dc29bb5f2688a4f8cddac4d5c372ea9e17b62a3565b8824db,80175748805860480927479961230167126958504343753637342951718900719208211997064,ethereum-up-or-down-on-july-11-2026,Ethereum Up or Down on July 11?,closed,2026-07-11T10:35:32Z,2026-07-11T16:00:00Z,0.78,0.999,0.999,2026-07-11T15:57:08Z,closing,0.219,0.280769,0.219,True,8
shadow_position_b628b70775660b44fc5fc327,near_miss_learning|crypto,crypto,0xd604981d817e4aba8a375457f41a6109c724c1ab8246d3c27a83f01a53f34f48,80821783205353867232708443400625071236993989645929795573374709566591862217753,ethereum-above-1800-on-july-11-2026,"Will the price of Ethereum be above $1,800 on July 11?",closed,2026-07-11T12:38:51Z,2026-07-11T16:00:00Z,0.48,0.9925,0.986,2026-07-11T15:57:12Z,closing,0.5125,1.067708,0.506,True,469
shadow_position_f2583de725c95ce9038ecec0,unknown,unknown,0xf9c72f2a95e641c52b19e6082c079cf95d3c56e704e8e6f85af971ae932d45df,21826507280449134214629923518994881403855164454312297439671322865525102121141,val-tyloo-te-2026-07-12-total-games-2pt5,Games Total: O/U 2.5,closed,2026-07-11T18:28:24Z,2026-07-12T17:00:00Z,0.49,0.0005,,2026-07-12T13:50:06Z,closing,-0.4895,-0.99898,,False,0
shadow_position_58600913ea88425396296c7d,unknown,unknown,0xc1c455cae20a061c200cd040ff8aae9beec3bb5987e157006e5f88ccdba3ed91,75671870297160145762494948756221055784251308418589518487469641260554357178644,val-nova-fpx-2026-07-12-total-games-2pt5,Games Total: O/U 2.5,closed,2026-07-11T18:47:23Z,2026-07-12T14:00:00Z,0.525,0.9995,,2026-07-12T11:40:06Z,closing,0.4745,0.90381,,True,0
shadow_position_7c96f49a1cf297f6c5c0d9ed,unknown,unknown,0xbb38e8f7970d859613015b508ed1b47301f55a119f090dce32506b8d0967d930,2251737422960156638808378057820262985130730414592695412432055295258184711036,val-tyloo-te-2026-07-12-game3-round-total-21pt5,Map 3 Total Rounds: Over/Under 21.5,closed,2026-07-11T18:47:23Z,2026-07-12T17:00:00Z,0.5,0.505,,2026-07-12T13:50:04Z,closing,0.005,0.01,,True,0
shadow_position_574dc13a43d33b4d87325899,near_miss_learning|unknown,unknown,0xf48a4e8b525bb3e471b8b710413abbc21627557c41b82c6f7843592f5e319329,14398367888676648421806539572052326353401892515809739796278498450454933130776,val-sad-srb-2026-07-11-game3-round-total-21pt5,Map 3 Total Rounds: Over/Under 21.5,closed,2026-07-11T21:17:07Z,2026-07-12T02:00:00Z,0.5,0.005,,2026-07-12T01:50:04Z,closing,-0.495,-0.99,,False,0
shadow_position_fc732a6a6f3b623d4b9ba126,near_miss_learning|crypto,crypto,0x3b8eff4712e2b402e70f600dc188c16b85f8cedc927e21f9458296ff27e0722b,64153709723552911606489345017025095504754803331793905231147772925792537283580,will-the-price-of-bitcoin-be-between-62000-64000-on-july-12-2026,"Will the price of Bitcoin be between $62,000 and $64,000 on July 12?",closed,2026-07-11T22:49:47Z,2026-07-12T16:00:00Z,0.26,0.0065,,2026-07-12T15:50:04Z,closing,-0.2535,-0.975,,False,0
shadow_position_e8b23580375384efaa10aea6,near_miss_learning|crypto,crypto,0x56db917adc9f852ac7458b94c07b2b94bfd2ec21bd12f9d1d489777df1d9d72b,55528382984414578308889318228828883074034060780071686209945402023097780571705,bitcoin-above-64k-on-july-12-2026,"Will the price of Bitcoin be above $64,000 on July 12?",closed,2026-07-11T22:50:26Z,2026-07-12T16:00:00Z,0.38,0.014,,2026-07-12T15:50:04Z,closing,-0.366,-0.963158,,False,0
shadow_position_47ce6917985a6ecebfcd6237,near_miss_learning|macro_rates,macro_rates,0xb5c0abeecb5502e6e8d83155c27819174d8317af3c425c3afc5a8c45257a3793,10547381015916960267379463101229159185405356924982461726471550099674011526491,will-the-fed-increase-interest-rates-by-25-bps-after-the-july-2026-meeting,Will the Fed increase interest rates by 25 bps after the July 2026 meeting?,closed,2026-07-11T23:22:16Z,2026-07-29T00:00:00Z,0.208,0.242,,2026-07-28T23:50:27Z,closing,0.034,0.163462,,True,0
shadow_position_5a49314ee89afb4af11f378b,crypto,crypto,0xa31cf980f4e9d9e441030eb294fd48264b636f323faa705c7ba46d7579dc226e,75535028271238048717865371296248554317946914069243118831215160882128523849875,will-the-price-of-bitcoin-be-between-64000-66000-on-july-12-2026,"Will the price of Bitcoin be between $64,000 and $66,000 on July 12?",closed,2026-07-11T23:36:06Z,2026-07-12T16:00:00Z,0.44,0.993,,2026-07-12T15:50:06Z,closing,0.553,1.256818,,True,0
shadow_position_f99366d1efa9c8b95fd2c131,crypto,crypto,0x3b8eff4712e2b402e70f600dc188c16b85f8cedc927e21f9458296ff27e0722b,70309830531163204677182090973720805007230053781477999768677408281939728399196,will-the-price-of-bitcoin-be-between-62000-64000-on-july-12-2026,"Will the price of Bitcoin be between $62,000 and $64,000 on July 12?",closed,2026-07-11T23:36:06Z,2026-07-12T16:00:00Z,0.47250000000000003,0.9935,,2026-07-12T15:50:05Z,closing,0.521,1.102646,,True,0
shadow_position_1b285ec51171139a6f516769,crypto,crypto,0x56db917adc9f852ac7458b94c07b2b94bfd2ec21bd12f9d1d489777df1d9d72b,86942942731248835776259193090741420335130406064059668589473719630507327367051,bitcoin-above-64k-on-july-12-2026,"Will the price of Bitcoin be above $64,000 on July 12?",closed,2026-07-11T23:53:00Z,2026-07-12T16:00:00Z,0.5,0.986,,2026-07-12T15:50:04Z,closing,0.486,0.972,,True,0
shadow_position_10964165e07475f1b78a1519,unknown,unknown,0x99ca68408b07124a5a8eec4dad5c2d5d5571a9ae601714806e196f3dd12e5cd6,20136746619063568973738277652028149981498043474795089012547311685090466604748,val-nova-fpx-2026-07-12-game1-round-total-21pt5,Map 1 Total Rounds: Over/Under 21.5,closed,2026-07-12T00:48:40Z,2026-07-12T14:00:00Z,0.48,0.0005,,2026-07-12T10:50:03Z,closing,-0.4795,-0.998958,,False,0
shadow_position_bd742f2f5e5cd62a5cd3691c,unknown,unknown,0xc1c455cae20a061c200cd040ff8aae9beec3bb5987e157006e5f88ccdba3ed91,83353740063301337242734729745885378493188100076217980058743685730607530577772,val-nova-fpx-2026-07-12-total-games-2pt5,Games Total: O/U 2.5,closed,2026-07-12T00:48:40Z,2026-07-12T14:00:00Z,0.49,0.0005,,2026-07-12T11:40:06Z,closing,-0.4895,-0.99898,,False,0
shadow_position_e14a5d4a4a01950d00483c36,crypto,crypto,0xa31cf980f4e9d9e441030eb294fd48264b636f323faa705c7ba46d7579dc226e,108814265557335048195152581750913757543935325549626627558610456826613096418940,will-the-price-of-bitcoin-be-between-64000-66000-on-july-12-2026,"Will the price of Bitcoin be between $64,000 and $66,000 on July 12?",closed,2026-07-12T02:28:06Z,2026-07-12T16:00:00Z,0.44,0.007,,2026-07-12T15:50:04Z,closing,-0.433,-0.984091,,False,0
shadow_position_56d6ebd7b9954918d97200db,crypto,crypto,0x904773516a54b6091eef0899ecf1dae4ac653e7e3194f1905194ad0729fe1f6c,20586590567682337243649314468465218863766723074710903915323806603797627003369,xrp-above-1pt1-on-july-12-2026,Will the price of XRP be above $1.10 on July 12?,closed,2026-07-12T02:28:06Z,2026-07-12T16:00:00Z,0.4305,0.86,,2026-07-12T15:50:05Z,closing,0.4295,0.997677,,True,0
shadow_position_4179a934f2ff5f8b2a445e96,crypto,crypto,0x3b8eff4712e2b402e70f600dc188c16b85f8cedc927e21f9458296ff27e0722b,64153709723552911606489345017025095504754803331793905231147772925792537283580,will-the-price-of-bitcoin-be-between-62000-64000-on-july-12-2026,"Will the price of Bitcoin be between $62,000 and $64,000 on July 12?",closed,2026-07-12T02:51:53Z,2026-07-12T16:00:00Z,0.45,0.0065,,2026-07-12T15:50:04Z,closing,-0.4435,-0.985556,,False,0
shadow_position_898313ab5da222ecabb43926,crypto,crypto,0x56db917adc9f852ac7458b94c07b2b94bfd2ec21bd12f9d1d489777df1d9d72b,55528382984414578308889318228828883074034060780071686209945402023097780571705,bitcoin-above-64k-on-july-12-2026,"Will the price of Bitcoin be above $64,000 on July 12?",closed,2026-07-12T03:23:02Z,2026-07-12T16:00:00Z,0.43,0.014,,2026-07-12T15:50:04Z,closing,-0.416,-0.967442,,False,0
shadow_position_c79260bff98f9d03aad77567,crypto,crypto,0x98efd0f0ad2a1a747d5ed7e53f344c1c0d230c9119e33a2e22ffb128ba3c8dc7,50977698590300032741535835435558027865585908844661185430427062221844113796746,will-the-price-of-ethereum-be-between-1700-1800-on-july-12-2026,"Will the price of Ethereum be between $1,700 and $1,800 on July 12?",closed,2026-07-12T07:57:59Z,2026-07-12T16:00:00Z,0.47250000000000003,0.997,,2026-07-12T15:50:06Z,closing,0.5245,1.110053,,True,0
shadow_position_234813f8dd9d7bf34ccff686,crypto,crypto,0xb93c4a61500843f2c2aad75a34dd488f75b27d25d36a1144d26c60bf8c36b5ca,59890312346962300075151779792396376789109854434895184276252143392373091389785,ethereum-above-1800-on-july-12-2026,"Will the price of Ethereum be above $1,800 on July 12?",closed,2026-07-12T07:57:59Z,2026-07-12T16:00:00Z,0.43,0.9995,,2026-07-12T15:50:04Z,closing,0.5695,1.324419,,True,0
shadow_position_4946a2f7f572490f8337f263,crypto,crypto,0xa31cf980f4e9d9e441030eb294fd48264b636f323faa705c7ba46d7579dc226e,75535028271238048717865371296248554317946914069243118831215160882128523849875,will-the-price-of-bitcoin-be-between-64000-66000-on-july-12-2026,"Will the price of Bitcoin be between $64,000 and $66,000 on July 12?",closed,2026-07-12T09:19:23Z,2026-07-12T16:00:00Z,0.45,0.993,,2026-07-12T15:50:06Z,closing,0.543,1.206667,,True,0
shadow_position_fdca1f25b4eb64fdcf4c9c06,crypto,crypto,0x56db917adc9f852ac7458b94c07b2b94bfd2ec21bd12f9d1d489777df1d9d72b,86942942731248835776259193090741420335130406064059668589473719630507327367051,bitcoin-above-64k-on-july-12-2026,"Will the price of Bitcoin be above $64,000 on July 12?",closed,2026-07-12T09:19:23Z,2026-07-12T16:00:00Z,0.35,0.986,,2026-07-12T15:50:04Z,closing,0.636,1.817143,,True,0
shadow_position_df33341b9ef5223e303b6157,crypto,crypto,0xb93c4a61500843f2c2aad75a34dd488f75b27d25d36a1144d26c60bf8c36b5ca,108027398472302443150464487655820976321462066799725937973190977980554992424177,ethereum-above-1800-on-july-12-2026,"Will the price of Ethereum be above $1,800 on July 12?",closed,2026-07-12T09:52:38Z,2026-07-12T16:00:00Z,0.42,0.0005,,2026-07-12T15:50:06Z,closing,-0.4195,-0.99881,,False,0
shadow_position_040bda3b342629c25cd95e28,crypto,crypto,0xa31cf980f4e9d9e441030eb294fd48264b636f323faa705c7ba46d7579dc226e,108814265557335048195152581750913757543935325549626627558610456826613096418940,will-the-price-of-bitcoin-be-between-64000-66000-on-july-12-2026,"Will the price of Bitcoin be between $64,000 and $66,000 on July 12?",closed,2026-07-12T09:52:38Z,2026-07-12T16:00:00Z,0.49,0.007,,2026-07-12T15:50:04Z,closing,-0.483,-0.985714,,False,0
shadow_position_289a8067b309dab0718dfac3,crypto,crypto,0x56db917adc9f852ac7458b94c07b2b94bfd2ec21bd12f9d1d489777df1d9d72b,86942942731248835776259193090741420335130406064059668589473719630507327367051,bitcoin-above-64k-on-july-12-2026,"Will the price of Bitcoin be above $64,000 on July 12?",closed,2026-07-12T13:43:59Z,2026-07-12T16:00:00Z,0.6,0.986,,2026-07-12T15:50:04Z,closing,0.386,0.643333,,True,0
shadow_position_4acae404b6c4b94bacb4e1ca,crypto,crypto,0x462a940650a7d229081fa9d073ec2fbc93383cce43c099d00faad1ea79649e9f,20497841437793312581791312697077475910366090223612451471416274644489891395134,bitcoin-above-62k-on-july-16-2026,"Will the price of Bitcoin be above $62,000 on July 16?",closed,2026-07-13T10:02:37Z,2026-07-16T16:00:00Z,0.31,0.0005,,2026-07-16T15:50:03Z,closing,-0.3095,-0.998387,,False,0
shadow_position_9ff001338b57c0190f9b4e13,crypto,crypto,0x2077aa708824e31fa20e1d402332367b3a60782d2c012e01e3604ece7d204686,74751467310548001523578174536683436613056298730683710137283385031618966718497,bitcoin-above-64k-on-july-16-2026,"Will the price of Bitcoin be above $64,000 on July 16?",closed,2026-07-13T10:02:37Z,2026-07-16T16:00:00Z,0.35,0.9995,,2026-07-16T15:50:05Z,closing,0.6495,1.855714,,True,0
shadow_position_d3026655148db9f52407e06a,soccer_match,worldcup,0x3bf8b96eb51a2a0dbb2272295dedbc21f4d9f46f92040e7aceb768e538b2d736,54107343263387475730966095910471611039456828338034353328930651554538556391012,will-mike-maignan-win-the-golden-glove-at-the-2026-fifa-world-cup-20260603195307476,Will Mike Maignan win the Golden Glove at the 2026 FIFA World Cup?,closed,2026-07-13T10:02:37Z,2026-07-20T03:59:00Z,0.4,0.0005,,2026-07-20T00:30:09Z,closing,-0.3995,-0.99875,,False,0
shadow_position_004bccb27d4d890542c03a53,soccer_match,worldcup,0x4a5758a4535dfd0ce12ae980e0607fa4e91e28a74aff0a6301e932c011c2fbf4,37089111703099330271756902756550617087324195263983091188635426682509248301097,will-5-matches-be-decided-by-penalty-shootout-during-the-2026-fifa-world-cup-20260610210228790,Will 5+ matches be decided by penalty shootout during the 2026 FIFA World Cup?,closed,2026-07-13T10:05:49Z,2026-07-20T03:59:00Z,0.48,0.9945,0.99,2026-07-19T22:06:00Z,closing,0.5145,1.071875,0.51,True,124
shadow_position_e835aef8e903ac69515252d3,crypto,crypto,0xb8c2f7452e8f0417d6563b31433f580b3c427db74cb7f3b7cbd4964a5c8afea6,85882034462548533875562700055504379440850132693939381725631604498134489620181,will-xrp-dip-to-0pt5-july-13-19-2026,Will XRP dip to $0.50 July 13-19?,closed,2026-07-13T10:05:49Z,2026-07-20T04:00:00Z,0.05,0.0005,,2026-07-20T03:50:06Z,closing,-0.0495,-0.99,,False,0
