signal_cohort,shadow_fills,shadow_sell_fills,shadow_open_positions,shadow_total_buy_cost_usdc,shadow_sell_proceeds_usdc,shadow_open_mark_value_usdc,shadow_open_cost_basis_usdc,first_evidence_at_utc,last_evidence_at_utc,shadow_total_pnl_usdc,shadow_roi,evidence_elapsed_hours,shadow_monthly_run_rate_usdc,promotion_readiness,promotion_ready_score,promotion_ready_checks,shadow_promoted,generated_at_utc
near_miss_learning|crypto,5,5,0,50.0,58.65480451407225,0.0,0.0,2026-07-01T12:33:00Z,2026-07-11T23:22:16Z,8.654804514072246,0.17309609028144493,1211.44292812,5.143832289152543,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 14.856167710847457, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,False,2026-08-20T23:59:34Z
near_miss_learning|crypto_btc_updown_event,1,1,0,10.0,5.769230769230769,0.0,0.0,2026-07-01T13:25:43Z,2026-07-01T13:29:56Z,-4.230769230769231,-0.4230769230769231,1210.5643170111111,-2.516308967105041,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 22.51630896710504, ""pnl_remaining_usdc"": 4.230769230769231, ""roi_remaining"": 0.45307692307692304, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
near_miss_learning|crypto_eth_updown_event,1,1,0,10.0,15.000000000000002,0.0,0.0,2026-07-01T13:23:02Z,2026-07-01T13:25:43Z,5.000000000000002,0.5000000000000002,1210.6090392355557,2.9737098297825244,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 17.026290170217475, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
near_miss_learning|equities_macro,4,4,0,40.0,29.113497036446844,0.0,0.0,2026-07-17T00:05:42Z,2026-07-20T16:13:11Z,-10.886502963553156,-0.2721625740888289,839.8979281263889,-9.332422275690591,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 29.33242227569059, ""pnl_remaining_usdc"": 10.886502963553156, ""roi_remaining"": 0.30216257408882885, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
near_miss_learning|esports_match,2,2,0,20.0,19.46666666666667,0.0,0.0,2026-07-04T13:09:39Z,2026-07-08T12:38:37Z,-0.5333333333333314,-0.02666666666666657,1138.8320947952777,-0.3371875465705426,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.337187546570544, ""pnl_remaining_usdc"": 0.5333333333333314, ""roi_remaining"": 0.056666666666666574, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
near_miss_learning|exploratory_historical_rule|crypto_sol_updown_event|outcome=down,1,1,0,10.0,12.8,0.0,0.0,2026-08-04T20:00:33Z,2026-08-05T00:49:03Z,2.8000000000000007,0.2800000000000001,387.98376146388887,5.196093755033999,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 14.803906244966, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
near_miss_learning|geopolitics,3,3,0,30.0,17.741641999513064,0.0,0.0,2026-07-13T21:22:51Z,2026-07-20T19:59:38Z,-12.258358000486936,-0.4086119333495645,914.6120947994444,-9.650012076737948,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 29.650012076737948, ""pnl_remaining_usdc"": 12.258358000486936, ""roi_remaining"": 0.4386119333495645, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
near_miss_learning|macro_economy,4,4,0,40.0,34.06803262132,0.0,0.0,2026-07-20T19:59:38Z,2026-08-08T00:50:00Z,-5.93196737868,-0.148299184467,747.9990392458333,-5.709922457858584,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 25.709922457858582, ""pnl_remaining_usdc"": 5.93196737868, ""roi_remaining"": 0.178299184467, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
near_miss_learning|macro_rates,3,3,0,30.0,27.830435743666634,0.0,0.0,2026-07-01T13:29:56Z,2026-07-17T00:05:42Z,-2.1695642563333664,-0.07231880854444554,1210.4940392480555,-1.2904534957724005,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 21.2904534957724, ""pnl_remaining_usdc"": 2.1695642563333664, ""roi_remaining"": 0.10231880854444554, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
near_miss_learning|mma_match,2,2,0,20.0,25.182926829268293,0.0,0.0,2026-08-06T11:57:38Z,2026-08-06T18:02:34Z,5.182926829268293,0.25914634146341464,348.0323725833333,10.722299449812501,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 9.277700550187499, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
near_miss_learning|policy_legal,2,2,0,20.0,19.047619047619047,0.0,0.0,2026-08-02T13:29:13Z,2026-08-09T18:03:54Z,-0.9523809523809526,-0.04761904761904763,442.5059836963889,-1.5496158492263588,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 21.54961584922636, ""pnl_remaining_usdc"": 0.9523809523809526, ""roi_remaining"": 0.07761904761904763, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
near_miss_learning|soccer_match,7,7,0,70.0,82.94337144337143,0.0,0.0,2026-07-11T15:27:08Z,2026-07-17T10:48:53Z,12.943371443371433,0.1849053063338776,968.5407059208334,9.621926453121624,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 10.378073546878376, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,False,2026-08-20T23:59:34Z
near_miss_learning|tennis_match,4,4,0,40.0,38.552505827505826,0.0,0.0,2026-07-07T13:00:56Z,2026-07-20T00:10:37Z,-1.4474941724941743,-0.036187354312354356,1066.9773725894445,-0.9767740450446112,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 20.97677404504461, ""pnl_remaining_usdc"": 1.4474941724941743, ""roi_remaining"": 0.06618735431235435, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
near_miss_learning|tennis_tennis_set,2,2,0,20.0,18.63934757359996,0.0,0.0,2026-07-10T13:02:21Z,2026-07-13T13:34:15Z,-1.3606524264000406,-0.06803262132000203,994.9537614805555,-0.9846384675705369,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.984638467570537, ""pnl_remaining_usdc"": 1.3606524264000406, ""roi_remaining"": 0.09803262132000203, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
near_miss_learning|tennis_tennis_total,3,3,0,30.0,20.629480031858005,0.0,0.0,2026-07-08T12:38:37Z,2026-07-11T15:27:08Z,-9.370519968141995,-0.3123506656047332,1043.3493170380557,-6.466457845788343,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 26.46645784578834, ""pnl_remaining_usdc"": 9.370519968141995, ""roi_remaining"": 0.34235066560473315, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
near_miss_learning|tennis_tennis_winner,1,1,0,10.0,8.80952380952381,0.0,0.0,2026-07-07T13:14:27Z,2026-07-10T13:34:14Z,-1.1904761904761898,-0.11904761904761899,1066.7520948177778,-0.8035070765798001,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.803507076579802, ""pnl_remaining_usdc"": 1.1904761904761898, ""roi_remaining"": 0.14904761904761898, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
near_miss_learning|unknown,5,5,0,50.0,40.01467104789641,0.0,0.0,2026-07-01T12:35:56Z,2026-07-11T22:49:47Z,-9.985328952103593,-0.19970657904207187,1211.3940392644445,-5.934845816045701,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 25.9348458160457, ""pnl_remaining_usdc"": 9.985328952103593, ""roi_remaining"": 0.22970657904207187, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
near_miss_learning|worldcup,5,5,0,50.0,82.48476635976634,0.0,0.0,2026-07-02T12:35:39Z,2026-07-05T12:36:42Z,32.48476635976634,0.6496953271953267,1187.398761488889,19.69770605933017,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 0.3022939406698306, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,False,2026-08-20T23:59:34Z
policy_legal,1,1,0,10.0,6.470588235294118,0.0,0.0,2026-08-05T09:57:08Z,2026-08-06T23:22:45Z,-3.5294117647058822,-0.3529411764705882,374.04070593527774,-6.793850054983518,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 26.79385005498352, ""pnl_remaining_usdc"": 3.5294117647058822, ""roi_remaining"": 0.38294117647058823, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
soccer_match,6,6,0,60.0,52.5469495716175,0.0,0.0,2026-07-13T10:02:37Z,2026-07-15T08:33:34Z,-7.453050428382497,-0.12421750713970828,925.9493170486111,-5.795345608695405,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 25.795345608695406, ""pnl_remaining_usdc"": 7.453050428382497, ""roi_remaining"": 0.15421750713970828, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
structural|longshot_no|ai_model_leader,6,6,0,60.0,54.66580756314177,0.0,0.0,2026-07-04T09:12:29Z,2026-08-17T01:40:16Z,-5.334192436858231,-0.08890320728097052,1142.784872606111,-3.360753757422044,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.360753757422046, ""pnl_remaining_usdc"": 5.334192436858231, ""roi_remaining"": 0.11890320728097052, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
structural|longshot_no|baseball_mlb_match,5,5,0,50.0,46.137328339575525,0.0,0.0,2026-07-19T22:22:57Z,2026-08-17T01:40:16Z,-3.862671660424475,-0.0772534332084895,769.6104281636111,-3.613677119916021,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.61367711991602, ""pnl_remaining_usdc"": 3.862671660424475, ""roi_remaining"": 0.1072534332084895, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
structural|longshot_no|crypto_btc_special,4,4,0,40.0,39.70871876159384,0.0,0.0,2026-07-04T09:12:29Z,2026-08-17T01:40:16Z,-0.2912812384061567,-0.007282030960153918,1142.784872610278,-0.1835187852752162,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 20.183518785275215, ""pnl_remaining_usdc"": 0.2912812384061567, ""roi_remaining"": 0.037282030960153915, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
structural|longshot_no|crypto_eth_special,2,2,0,20.0,19.18001918001918,0.0,0.0,2026-07-04T09:12:29Z,2026-07-07T09:14:11Z,-0.8199808199808203,-0.04099904099904102,1142.7848726122222,-0.5166205858469022,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.5166205858469, ""pnl_remaining_usdc"": 0.8199808199808203, ""roi_remaining"": 0.07099904099904102, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
structural|longshot_no|crypto_sol_special,2,2,0,20.0,19.38001938001938,0.0,0.0,2026-07-04T09:12:29Z,2026-07-07T09:14:11Z,-0.6199806199806197,-0.030999030999030987,1142.7848726141667,-0.39061249153981453,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.390612491539816, ""pnl_remaining_usdc"": 0.6199806199806197, ""roi_remaining"": 0.060999030999030986, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
structural|longshot_no|culture_entertainment,1,1,0,10.0,10.666666666666666,0.0,0.0,2026-07-19T22:22:57Z,2026-07-22T22:23:42Z,0.6666666666666661,0.06666666666666661,769.6104281719444,0.6236921725967215,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 19.376307827403277, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
structural|longshot_no|equities_macro,1,1,0,10.0,10.0,0.0,0.0,2026-08-14T01:39:13Z,2026-08-17T01:40:16Z,0.0,0.0,166.33931706277775,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.03, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
structural|longshot_no|macro_rates,1,1,0,10.0,11.288135593220339,0.0,0.0,2026-07-04T23:58:32Z,2026-07-08T00:02:39Z,1.288135593220339,0.12881355932203392,1128.0173726202777,0.8222015454990652,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 19.177798454500934, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
structural|longshot_no|tennis_match,1,1,0,10.0,10.0,0.0,0.0,2026-07-19T22:22:57Z,2026-07-22T22:23:42Z,0.0,0.0,769.6104281780556,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.03, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
tennis_match,8,8,0,80.0,75.2995388712659,0.0,0.0,2026-07-05T15:58:06Z,2026-07-16T10:13:57Z,-4.700461128734105,-0.05875576410917631,1112.0245948466666,-3.0433967273480302,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.043396727348032, ""pnl_remaining_usdc"": 4.700461128734105, ""roi_remaining"": 0.08875576410917631, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
tennis_tennis_set,4,4,0,40.0,37.48101042218689,0.0,0.0,2026-07-05T15:28:10Z,2026-07-10T09:46:26Z,-2.518989577813109,-0.06297473944532772,1112.5234837377777,-1.630232999604722,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 21.630232999604722, ""pnl_remaining_usdc"": 2.518989577813109, ""roi_remaining"": 0.09297473944532772, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
tennis_tennis_total,6,6,0,60.0,53.885468525778975,0.0,0.0,2026-07-05T19:32:07Z,2026-08-15T15:01:03Z,-6.114531474221025,-0.10190885790368374,1108.4576504066667,-3.971701273225705,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.971701273225705, ""pnl_remaining_usdc"": 6.114531474221025, ""roi_remaining"": 0.13190885790368373, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
tennis_tennis_winner,3,3,0,30.0,27.66903938994953,0.0,0.0,2026-07-07T09:14:11Z,2026-07-10T09:46:26Z,-2.3309606100504716,-0.07769868700168239,1070.7565392977779,-1.567388643114077,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 21.56738864311408, ""pnl_remaining_usdc"": 2.3309606100504716, ""roi_remaining"": 0.10769868700168239, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
unknown,8,8,0,80.0,39.54653009948546,0.0,0.0,2026-07-05T00:38:39Z,2026-07-13T10:05:49Z,-40.45346990051454,-0.5056683737564318,1127.3487615222223,-25.8362800603316,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 45.8362800603316, ""pnl_remaining_usdc"": 40.45346990051454, ""roi_remaining"": 0.5356683737564318, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
worldcup,10,10,0,100.0,77.61965394479932,0.0,0.0,2026-07-07T09:21:06Z,2026-07-13T10:02:37Z,-22.380346055200675,-0.22380346055200676,1070.6412615244444,-15.05065210805741,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 35.050652108057406, ""pnl_remaining_usdc"": 22.380346055200675, ""roi_remaining"": 0.25380346055200675, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
worldcup_2026_winner_fundamental,3,3,0,30.0,23.668526930564568,0.0,0.0,2026-07-02T15:45:23Z,2026-07-15T20:17:19Z,-6.331473069435432,-0.2110491023145144,1184.2365393041666,-3.849451067156634,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 23.849451067156636, ""pnl_remaining_usdc"": 6.331473069435432, ""roi_remaining"": 0.2410491023145144, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
ai_model_leader,12,12,0,120.0,124.83394431923844,0.0,0.0,2026-07-15T08:33:34Z,2026-08-17T01:40:16Z,4.833944319238441,0.040282869326987006,881.4411046872222,3.94857908411263,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 16.05142091588737, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,False,2026-08-21T02:00:01Z
baseball_mlb_match,5,5,0,50.0,43.033271584759,0.0,0.0,2026-07-14T03:25:09Z,2026-07-18T00:49:00Z,-6.9667284152410005,-0.13933456830482002,910.5813824705556,-5.508617412494328,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 25.508617412494328, ""pnl_remaining_usdc"": 6.9667284152410005, ""roi_remaining"": 0.16933456830482002, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
basketball_nba_match,4,4,0,40.0,26.576394610292912,0.0,0.0,2026-07-17T19:57:38Z,2026-08-06T02:23:54Z,-13.423605389707088,-0.3355901347426772,822.0399935841666,-11.757330490019518,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 31.75733049001952, ""pnl_remaining_usdc"": 13.423605389707088, ""roi_remaining"": 0.3655901347426772, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
crypto,22,22,0,220.0,212.4047197196901,0.0,0.0,2026-07-10T10:07:02Z,2026-07-13T14:06:05Z,-7.5952802803099075,-0.03452400127413594,999.8833269197222,-5.469239914887743,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 25.469239914887744, ""pnl_remaining_usdc"": 7.5952802803099075, ""roi_remaining"": 0.06452400127413593, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
crypto_btc_updown_event,3,3,0,30.0,25.011524822695037,0.0,0.0,2026-07-01T13:16:44Z,2026-07-01T21:33:50Z,-4.988475177304963,-0.16628250591016544,1212.7216602552778,-2.9616871252236687,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 22.96168712522367, ""pnl_remaining_usdc"": 4.988475177304963, ""roi_remaining"": 0.19628250591016544, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
crypto_eth_updown_15m,1,0,1,10.0,0.0,2.5641025641025636e-05,10.0,2026-07-01T18:28:38Z,2026-07-01T18:28:38Z,-9.99997435897436,-0.999997435897436,1207.5233269241667,-5.962602442470572,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 25.962602442470573, ""pnl_remaining_usdc"": 9.99997435897436, ""roi_remaining"": 1.029997435897436, ""settled_fills_remaining"": 3, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
crypto_eth_updown_event,2,2,0,20.0,18.140610545790935,0.0,0.0,2026-07-01T16:27:47Z,2026-07-01T22:21:35Z,-1.8593894542090652,-0.09296947271045326,1209.5374935930556,-1.1068366331108817,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 21.10683663311088, ""pnl_remaining_usdc"": 1.8593894542090652, ""roi_remaining"": 0.12296947271045326, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
crypto_xrp_updown_event,3,3,0,30.0,34.640243902439025,0.0,0.0,2026-07-01T13:17:43Z,2026-07-02T00:39:16Z,4.640243902439025,0.1546747967479675,1212.7052713727778,2.75497739526818,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 17.24502260473182, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",4,6,False,2026-08-21T02:00:01Z
equities_macro,4,4,0,40.0,37.59489268680445,0.0,0.0,2026-07-15T00:46:14Z,2026-07-20T15:53:09Z,-2.4051073131955505,-0.060127682829888764,889.2299935972222,-1.9473896269451294,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 21.947389626945128, ""pnl_remaining_usdc"": 2.4051073131955505, ""roi_remaining"": 0.09012768282988876, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
esports_match,6,6,0,60.0,49.58449953930716,0.0,0.0,2026-07-05T00:40:26Z,2026-07-08T00:56:00Z,-10.41550046069284,-0.17359167434488068,1129.326660266111,-6.6403819156523545,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 26.640381915652355, ""pnl_remaining_usdc"": 10.41550046069284, ""roi_remaining"": 0.20359167434488068, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
exploratory_crypto_updown_live_model|crypto_btc_updown_15m|outcome=up,2,2,0,20.0,0.0,0.0,0.0,2026-07-01T17:13:32Z,2026-07-04T06:16:32Z,-20.0,-1.0,1208.7749936013888,-11.912887076767234,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 31.912887076767234, ""pnl_remaining_usdc"": 20.0, ""roi_remaining"": 1.03, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
exploratory_crypto_updown_live_model|crypto_btc_updown_daily|outcome=down,1,1,0,10.0,12.916666666666668,0.0,0.0,2026-07-02T05:31:42Z,2026-07-02T05:56:03Z,2.916666666666668,0.2916666666666668,1196.4722158258332,1.755159854296789,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 18.24484014570321, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
exploratory_crypto_updown_live_model|crypto_btc_updown_daily|outcome=up,2,2,0,20.0,17.315541601255887,0.0,0.0,2026-07-02T11:10:46Z,2026-07-03T00:33:49Z,-2.6844583987441126,-0.13422291993720564,1190.8211047166667,-1.6230901849482544,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 21.623090184948254, ""pnl_remaining_usdc"": 2.6844583987441126, ""roi_remaining"": 0.16422291993720564, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
exploratory_crypto_updown_live_model|crypto_eth_updown_15m|outcome=down,1,1,0,10.0,24.390243902439025,0.0,0.0,2026-07-01T18:26:32Z,2026-07-01T18:31:13Z,14.390243902439025,1.4390243902439024,1207.5583269408332,8.580103650975849,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 11.419896349024151, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
exploratory_crypto_updown_live_model|crypto_eth_updown_15m|outcome=up,1,1,0,10.0,55.55555555555556,0.0,0.0,2026-07-01T19:39:58Z,2026-07-01T19:46:13Z,45.55555555555556,4.555555555555555,1206.3344380541666,27.189806545597524,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 0.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",4,6,False,2026-08-21T02:00:01Z
exploratory_crypto_updown_live_model|crypto_eth_updown_daily|outcome=up,3,3,0,30.0,38.023219718134975,0.0,0.0,2026-07-01T13:01:02Z,2026-07-11T14:38:00Z,8.023219718134975,0.26744065727116584,1212.983326945,4.762405276916447,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 15.237594723083554, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",4,6,False,2026-08-21T02:00:01Z
exploratory_crypto_updown_live_model|crypto_sol_updown_15m|outcome=up,1,1,0,10.0,19.67895748754814,0.0,0.0,2026-07-03T01:01:03Z,2026-07-03T01:17:03Z,9.67895748754814,0.9678957487548139,1176.9830491694443,5.920942868250348,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 14.079057131749652, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
exploratory_crypto_updown_live_model|crypto_xrp_updown_daily|outcome=up,1,1,0,10.0,11.363636363636363,0.0,0.0,2026-07-02T11:10:46Z,2026-07-02T16:14:21Z,1.3636363636363633,0.13636363636363633,1190.8211047269444,0.8244883953772845,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 19.175511604622717, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
exploratory_historical_rule|crypto_sol_updown_event|outcome=up,1,1,0,10.0,0.0,0.0,0.0,2026-07-05T00:38:12Z,2026-07-05T00:38:39Z,-10.0,-1.0,1129.3638825069445,-6.3752702840239674,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 26.37527028402397, ""pnl_remaining_usdc"": 10.0, ""roi_remaining"": 1.03, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
