signal_cohort,shadow_fills,shadow_sell_fills,shadow_open_positions,shadow_total_buy_cost_usdc,shadow_sell_proceeds_usdc,shadow_open_mark_value_usdc,shadow_open_cost_basis_usdc,first_evidence_at_utc,last_evidence_at_utc,shadow_total_pnl_usdc,shadow_roi,evidence_elapsed_hours,shadow_monthly_run_rate_usdc,promotion_readiness,promotion_ready_score,promotion_ready_checks,shadow_promoted,generated_at_utc
near_miss_learning|geopolitics,3,3,0,30.0,17.741641999513064,0.0,0.0,2026-07-13T21:22:51Z,2026-07-20T19:59:38Z,-12.258358000486936,-0.4086119333495645,890.604325631389,-9.910144725704013,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 29.910144725704015, ""pnl_remaining_usdc"": 12.258358000486936, ""roi_remaining"": 0.4386119333495645, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
near_miss_learning|macro_economy,4,4,0,40.0,34.06803262132,0.0,0.0,2026-07-20T19:59:38Z,2026-08-08T00:50:00Z,-5.93196737868,-0.148299184467,723.9912700777778,-5.899265211012131,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 25.899265211012132, ""pnl_remaining_usdc"": 5.93196737868, ""roi_remaining"": 0.178299184467, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
near_miss_learning|macro_rates,3,3,0,30.0,27.830435743666634,0.0,0.0,2026-07-01T13:29:56Z,2026-07-17T00:05:42Z,-2.1695642563333664,-0.07231880854444554,1186.48627008,-1.316564973359504,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 21.316564973359505, ""pnl_remaining_usdc"": 2.1695642563333664, ""roi_remaining"": 0.10231880854444554, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
near_miss_learning|mma_match,2,2,0,20.0,25.182926829268293,0.0,0.0,2026-08-06T11:57:38Z,2026-08-06T18:02:34Z,5.182926829268293,0.25914634146341464,324.0246034152778,11.51674063553787,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 8.48325936446213, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
near_miss_learning|policy_legal,2,2,0,20.0,19.047619047619047,0.0,0.0,2026-08-02T13:29:13Z,2026-08-09T18:03:54Z,-0.9523809523809526,-0.04761904761904763,418.4982145286111,-1.6385118547895166,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 21.638511854789517, ""pnl_remaining_usdc"": 0.9523809523809526, ""roi_remaining"": 0.07761904761904763, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-19T23:59:06Z
near_miss_learning|soccer_match,7,7,0,70.0,82.94337144337143,0.0,0.0,2026-07-11T15:27:08Z,2026-07-17T10:48:53Z,12.943371443371433,0.1849053063338776,944.5329367527778,9.866492820526348,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 10.133507179473652, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,False,2026-08-19T23:59:06Z
near_miss_learning|tennis_match,4,4,0,40.0,38.552505827505826,0.0,0.0,2026-07-07T13:00:56Z,2026-07-20T00:10:37Z,-1.4474941724941743,-0.036187354312354356,1042.969603421389,-0.9992580807498127,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 20.99925808074981, ""pnl_remaining_usdc"": 1.4474941724941743, ""roi_remaining"": 0.06618735431235435, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
near_miss_learning|tennis_tennis_set,2,2,0,20.0,18.63934757359996,0.0,0.0,2026-07-10T13:02:21Z,2026-07-13T13:34:15Z,-1.3606524264000406,-0.06803262132000203,970.9459923122222,-1.008984799117602,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 21.008984799117602, ""pnl_remaining_usdc"": 1.3606524264000406, ""roi_remaining"": 0.09803262132000203, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-19T23:59:06Z
near_miss_learning|tennis_tennis_total,3,3,0,30.0,20.629480031858005,0.0,0.0,2026-07-08T12:38:37Z,2026-07-11T15:27:08Z,-9.370519968141995,-0.3123506656047332,1019.34154787,-6.618757364650261,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 26.61875736465026, ""pnl_remaining_usdc"": 9.370519968141995, ""roi_remaining"": 0.34235066560473315, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
near_miss_learning|tennis_tennis_winner,1,1,0,10.0,8.80952380952381,0.0,0.0,2026-07-07T13:14:27Z,2026-07-10T13:34:14Z,-1.1904761904761898,-0.11904761904761899,1042.7443256497222,-0.8220067336336967,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.822006733633696, ""pnl_remaining_usdc"": 1.1904761904761898, ""roi_remaining"": 0.14904761904761898, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-19T23:59:06Z
near_miss_learning|unknown,5,5,0,50.0,40.01467104789641,0.0,0.0,2026-07-01T12:35:56Z,2026-07-11T22:49:47Z,-9.985328952103593,-0.19970657904207187,1187.386270096111,-6.054842494455731,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 26.05484249445573, ""pnl_remaining_usdc"": 9.985328952103593, ""roi_remaining"": 0.22970657904207187, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
near_miss_learning|worldcup,5,5,0,50.0,82.48476635976634,0.0,0.0,2026-07-02T12:35:39Z,2026-07-05T12:36:42Z,32.48476635976634,0.6496953271953267,1163.3909923205556,20.10418847439046,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 0.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",6,6,True,2026-08-19T23:59:06Z
policy_legal,1,1,0,10.0,6.470588235294118,0.0,0.0,2026-08-05T09:57:08Z,2026-08-06T23:22:45Z,-3.5294117647058822,-0.3529411764705882,350.03293676722217,-7.2598210158552225,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 27.259821015855223, ""pnl_remaining_usdc"": 3.5294117647058822, ""roi_remaining"": 0.38294117647058823, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-19T23:59:06Z
soccer_match,6,6,0,60.0,52.5469495716175,0.0,0.0,2026-07-13T10:02:37Z,2026-07-15T08:33:34Z,-7.453050428382497,-0.12421750713970828,901.9415478802778,-5.949605405187956,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 25.949605405187956, ""pnl_remaining_usdc"": 7.453050428382497, ""roi_remaining"": 0.15421750713970828, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
structural|longshot_no|ai_model_leader,6,6,0,60.0,54.66580756314177,0.0,0.0,2026-07-04T09:12:29Z,2026-08-17T01:40:16Z,-5.334192436858231,-0.08890320728097052,1118.7771034380555,-3.432871965947117,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.43287196594712, ""pnl_remaining_usdc"": 5.334192436858231, ""roi_remaining"": 0.11890320728097052, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
structural|longshot_no|baseball_mlb_match,5,5,0,50.0,46.137328339575525,0.0,0.0,2026-07-19T22:22:57Z,2026-08-17T01:40:16Z,-3.862671660424475,-0.0772534332084895,745.6026589958334,-3.7300344385159865,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.730034438515986, ""pnl_remaining_usdc"": 3.862671660424475, ""roi_remaining"": 0.1072534332084895, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
structural|longshot_no|crypto_btc_special,4,4,0,40.0,39.70871876159384,0.0,0.0,2026-07-04T09:12:29Z,2026-08-17T01:40:16Z,-0.2912812384061567,-0.007282030960153918,1118.7771034425,-0.1874569036200404,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 20.187456903620042, ""pnl_remaining_usdc"": 0.2912812384061567, ""roi_remaining"": 0.037282030960153915, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
structural|longshot_no|crypto_eth_special,2,2,0,20.0,19.18001918001918,0.0,0.0,2026-07-04T09:12:29Z,2026-07-07T09:14:11Z,-0.8199808199808203,-0.04099904099904102,1118.7771034444445,-0.5277067152771012,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.527706715277102, ""pnl_remaining_usdc"": 0.8199808199808203, ""roi_remaining"": 0.07099904099904102, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-19T23:59:06Z
structural|longshot_no|crypto_sol_special,2,2,0,20.0,19.38001938001938,0.0,0.0,2026-07-04T09:12:29Z,2026-07-07T09:14:11Z,-0.6199806199806197,-0.030999030999030987,1118.7771034466666,-0.3989946210113016,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.3989946210113, ""pnl_remaining_usdc"": 0.6199806199806197, ""roi_remaining"": 0.060999030999030986, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-19T23:59:06Z
structural|longshot_no|culture_entertainment,1,1,0,10.0,10.666666666666666,0.0,0.0,2026-07-19T22:22:57Z,2026-07-22T22:23:42Z,0.6666666666666661,0.06666666666666661,745.6026590041666,0.6437745281658921,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 19.356225471834108, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
structural|longshot_no|equities_macro,1,1,0,10.0,10.0,0.0,0.0,2026-08-14T01:39:13Z,2026-08-17T01:40:16Z,0.0,0.0,142.33154789527777,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.03, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
structural|longshot_no|macro_rates,1,1,0,10.0,11.288135593220339,0.0,0.0,2026-07-04T23:58:32Z,2026-07-08T00:02:39Z,1.288135593220339,0.12881355932203392,1104.0096034527778,0.8400811226800601,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 19.15991887731994, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
structural|longshot_no|tennis_match,1,1,0,10.0,10.0,0.0,0.0,2026-07-19T22:22:57Z,2026-07-22T22:23:42Z,0.0,0.0,745.6026590102778,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.03, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
tennis_match,8,8,0,80.0,75.2995388712659,0.0,0.0,2026-07-05T15:58:06Z,2026-07-16T10:13:57Z,-4.700461128734105,-0.05875576410917631,1088.0168256791667,-3.1105511723812223,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.11055117238122, ""pnl_remaining_usdc"": 4.700461128734105, ""roi_remaining"": 0.08875576410917631, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
tennis_tennis_set,4,4,0,40.0,37.48101042218689,0.0,0.0,2026-07-05T15:28:10Z,2026-07-10T09:46:26Z,-2.518989577813109,-0.06297473944532772,1088.51571457,-1.666188619739839,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 21.666188619739838, ""pnl_remaining_usdc"": 2.518989577813109, ""roi_remaining"": 0.09297473944532772, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
tennis_tennis_total,6,6,0,60.0,53.885468525778975,0.0,0.0,2026-07-05T19:32:07Z,2026-08-15T15:01:03Z,-6.114531474221025,-0.10190885790368374,1084.4498812388888,-4.059627593307913,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 24.059627593307912, ""pnl_remaining_usdc"": 6.114531474221025, ""roi_remaining"": 0.13190885790368373, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
tennis_tennis_winner,3,3,0,30.0,27.66903938994953,0.0,0.0,2026-07-07T09:14:11Z,2026-07-10T09:46:26Z,-2.3309606100504716,-0.07769868700168239,1046.7487701297223,-1.6033375793003897,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 21.60333757930039, ""pnl_remaining_usdc"": 2.3309606100504716, ""roi_remaining"": 0.10769868700168239, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
unknown,8,8,0,80.0,39.54653009948546,0.0,0.0,2026-07-05T00:38:39Z,2026-07-13T10:05:49Z,-40.45346990051454,-0.5056683737564318,1103.3409923541667,-26.39845571785513,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 46.39845571785513, ""pnl_remaining_usdc"": 40.45346990051454, ""roi_remaining"": 0.5356683737564318, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
worldcup,10,10,0,100.0,77.61965394479932,0.0,0.0,2026-07-07T09:21:06Z,2026-07-13T10:02:37Z,-22.380346055200675,-0.22380346055200676,1046.6334923563888,-15.395885262048363,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 35.39588526204837, ""pnl_remaining_usdc"": 22.380346055200675, ""roi_remaining"": 0.25380346055200675, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-19T23:59:06Z
worldcup_2026_winner_fundamental,3,3,0,30.0,23.668526930564568,0.0,0.0,2026-07-02T15:45:23Z,2026-07-15T20:17:19Z,-6.331473069435432,-0.2110491023145144,1160.228770136389,-3.929104955271401,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 23.929104955271402, ""pnl_remaining_usdc"": 6.331473069435432, ""roi_remaining"": 0.2410491023145144, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-19T23:59:06Z
ai_model_leader,12,12,0,120.0,124.83394431923844,0.0,0.0,2026-07-15T08:33:34Z,2026-08-17T01:40:16Z,4.833944319238441,0.040282869326987006,879.4334836177777,3.9575931263469624,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 16.042406873653036, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,False,2026-08-20T23:59:34Z
baseball_mlb_match,5,5,0,50.0,43.033271584759,0.0,0.0,2026-07-14T03:25:09Z,2026-07-18T00:49:00Z,-6.9667284152410005,-0.13933456830482002,908.5737614011111,-5.520789474740808,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 25.52078947474081, ""pnl_remaining_usdc"": 6.9667284152410005, ""roi_remaining"": 0.16933456830482002, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
basketball_nba_match,4,4,0,40.0,26.576394610292912,0.0,0.0,2026-07-17T19:57:38Z,2026-08-06T02:23:54Z,-13.423605389707088,-0.3355901347426772,820.0323725147222,-11.786115041951028,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 31.786115041951028, ""pnl_remaining_usdc"": 13.423605389707088, ""roi_remaining"": 0.3655901347426772, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
crypto,22,22,0,220.0,212.4047197196901,0.0,0.0,2026-07-10T10:07:02Z,2026-07-13T14:06:05Z,-7.5952802803099075,-0.03452400127413594,997.8757058502778,-5.480243450921935,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 25.480243450921936, ""pnl_remaining_usdc"": 7.5952802803099075, ""roi_remaining"": 0.06452400127413593, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
crypto_btc_updown_event,3,3,0,30.0,25.011524822695037,0.0,0.0,2026-07-01T13:16:44Z,2026-07-01T21:33:50Z,-4.988475177304963,-0.16628250591016544,1210.7140391858334,-2.966598231629684,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 22.966598231629686, ""pnl_remaining_usdc"": 4.988475177304963, ""roi_remaining"": 0.19628250591016544, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
crypto_eth_updown_15m,1,0,1,10.0,0.0,2.5641025641025636e-05,10.0,2026-07-01T18:28:38Z,2026-07-01T18:28:38Z,-9.99997435897436,-0.999997435897436,1205.5157058544444,-5.972532339058182,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 25.972532339058183, ""pnl_remaining_usdc"": 9.99997435897436, ""roi_remaining"": 1.029997435897436, ""settled_fills_remaining"": 3, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
crypto_eth_updown_event,2,2,0,20.0,18.140610545790935,0.0,0.0,2026-07-01T16:27:47Z,2026-07-01T22:21:35Z,-1.8593894542090652,-0.09296947271045326,1207.5298725233333,-1.1086768431097689,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 21.10867684310977, ""pnl_remaining_usdc"": 1.8593894542090652, ""roi_remaining"": 0.12296947271045326, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
crypto_xrp_updown_event,3,3,0,30.0,34.640243902439025,0.0,0.0,2026-07-01T13:17:43Z,2026-07-02T00:39:16Z,4.640243902439025,0.1546747967479675,1210.6976503030555,2.7595457948714683,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 17.240454205128533, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",4,6,False,2026-08-20T23:59:34Z
equities_macro,4,4,0,40.0,37.59489268680445,0.0,0.0,2026-07-15T00:46:14Z,2026-07-20T15:53:09Z,-2.4051073131955505,-0.060127682829888764,887.2223725274999,-1.9517962115478977,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 21.951796211547897, ""pnl_remaining_usdc"": 2.4051073131955505, ""roi_remaining"": 0.09012768282988876, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
esports_match,6,6,0,60.0,49.58449953930716,0.0,0.0,2026-07-05T00:40:26Z,2026-07-08T00:56:00Z,-10.41550046069284,-0.17359167434488068,1127.3190391966666,-6.652207645707011,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 26.652207645707012, ""pnl_remaining_usdc"": 10.41550046069284, ""roi_remaining"": 0.20359167434488068, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
exploratory_crypto_updown_live_model|crypto_btc_updown_15m|outcome=up,2,2,0,20.0,0.0,0.0,0.0,2026-07-01T17:13:32Z,2026-07-04T06:16:32Z,-20.0,-1.0,1206.7673725322222,-11.93270577889184,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 31.93270577889184, ""pnl_remaining_usdc"": 20.0, ""roi_remaining"": 1.03, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
exploratory_crypto_updown_live_model|crypto_btc_updown_daily|outcome=down,1,1,0,10.0,12.916666666666668,0.0,0.0,2026-07-02T05:31:42Z,2026-07-02T05:56:03Z,2.916666666666668,0.2916666666666668,1194.4645947566667,1.758109875518605,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 18.241890124481394, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
exploratory_crypto_updown_live_model|crypto_btc_updown_daily|outcome=up,2,2,0,20.0,17.315541601255887,0.0,0.0,2026-07-02T11:10:46Z,2026-07-03T00:33:49Z,-2.6844583987441126,-0.13422291993720564,1188.813483647778,-1.6258311952890938,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 21.625831195289095, ""pnl_remaining_usdc"": 2.6844583987441126, ""roi_remaining"": 0.16422291993720564, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
exploratory_crypto_updown_live_model|crypto_eth_updown_15m|outcome=down,1,1,0,10.0,24.390243902439025,0.0,0.0,2026-07-01T18:26:32Z,2026-07-01T18:31:13Z,14.390243902439025,1.4390243902439024,1205.5507058719445,8.594392221982476,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 11.405607778017524, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
exploratory_crypto_updown_live_model|crypto_eth_updown_15m|outcome=up,1,1,0,10.0,55.55555555555556,0.0,0.0,2026-07-01T19:39:58Z,2026-07-01T19:46:13Z,45.55555555555556,4.555555555555555,1204.326816985278,27.235132139705428,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 0.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",4,6,False,2026-08-20T23:59:34Z
exploratory_crypto_updown_live_model|crypto_eth_updown_daily|outcome=up,3,3,0,30.0,38.023219718134975,0.0,0.0,2026-07-01T13:01:02Z,2026-07-11T14:38:00Z,8.023219718134975,0.26744065727116584,1210.975705876389,4.770300650147142,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 15.229699349852858, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",4,6,False,2026-08-20T23:59:34Z
exploratory_crypto_updown_live_model|crypto_sol_updown_15m|outcome=up,1,1,0,10.0,19.67895748754814,0.0,0.0,2026-07-03T01:01:03Z,2026-07-03T01:17:03Z,9.67895748754814,0.9678957487548139,1174.9754281008334,5.931059683771801,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 14.068940316228199, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
exploratory_crypto_updown_live_model|crypto_xrp_updown_daily|outcome=up,1,1,0,10.0,11.363636363636363,0.0,0.0,2026-07-02T11:10:46Z,2026-07-02T16:14:21Z,1.3636363636363633,0.13636363636363633,1188.8134836586112,0.8258807586839833,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 19.174119241316017, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
exploratory_historical_rule|crypto_sol_updown_event|outcome=up,1,1,0,10.0,0.0,0.0,0.0,2026-07-05T00:38:12Z,2026-07-05T00:38:39Z,-10.0,-1.0,1127.3562614383334,-6.386623506938577,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 26.386623506938577, ""pnl_remaining_usdc"": 10.0, ""roi_remaining"": 1.03, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-20T23:59:34Z
geopolitics,4,4,0,40.0,36.94152193757872,0.0,0.0,2026-07-16T02:10:25Z,2026-07-21T00:50:08Z,-3.0584780624212797,-0.076461951560532,861.8193169961112,-2.5551808383889343,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 22.555180838388935, ""pnl_remaining_usdc"": 3.0584780624212797, ""roi_remaining"": 0.106461951560532, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
macro_economy,3,3,0,30.0,28.03656597774245,0.0,0.0,2026-08-02T09:57:51Z,2026-08-08T14:01:38Z,-1.9634340222575517,-0.06544780074191839,446.0287614427778,-3.1694648826027336,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 23.169464882602732, ""pnl_remaining_usdc"": 1.9634340222575517, ""roi_remaining"": 0.09544780074191839, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
macro_rates,3,3,0,30.0,5.933048433048433,0.0,0.0,2026-07-15T00:40:38Z,2026-07-15T00:46:14Z,-24.066951566951566,-0.8022317188983855,887.3157058891667,-19.528793430777746,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 39.528793430777746, ""pnl_remaining_usdc"": 24.066951566951566, ""roi_remaining"": 0.8322317188983855, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
near_miss_learning|ai_model_leader,7,7,0,70.0,67.48036166099618,0.0,0.0,2026-07-20T13:46:28Z,2026-08-08T09:58:46Z,-2.5196383390038193,-0.035994833414340274,754.2184836691667,-2.4053237137014727,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 22.405323713701474, ""pnl_remaining_usdc"": 2.5196383390038193, ""roi_remaining"": 0.06599483341434027, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-20T23:59:34Z
near_miss_learning|baseball_mlb_match,4,4,0,40.0,9.914862176754761,0.0,0.0,2026-07-13T13:02:35Z,2026-07-14T00:05:28Z,-30.08513782324524,-0.752128445581131,922.9498725602779,-23.46963781752821,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 43.46963781752821, ""pnl_remaining_usdc"": 30.08513782324524, ""roi_remaining"": 0.782128445581131, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
near_miss_learning|basketball_nba_match,4,4,0,40.0,27.823757301007046,0.0,0.0,2026-07-18T04:18:24Z,2026-07-26T16:15:47Z,-12.176242698992954,-0.30440606747482385,811.6862614511111,-10.800841605469218,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 30.800841605469216, ""pnl_remaining_usdc"": 12.176242698992954, ""roi_remaining"": 0.3344060674748238, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-20T23:59:34Z
